Flow Duration,Total Fwd Packet,Total Length of Fwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow IAT Mean,Flow IAT Max,Flow IAT Min,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Max,Bwd PSH Flags,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Std,RST Flag Count,PSH Flag Count,CWR Flag Count,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Active Mean,Active Std,Active Max,Idle Std,Idle Min,Label
1347836,9,1494,610,0,166.0,43.77777778,1400.763891,79284.47059,369286,1,255954.7218,708143,1,540965,0,6.677370244,6.677370244,0,610,193.1821853,0,0,0,43.77777778,0,1888,2666,0,0,16383,0.0,0.0,0,0.0,0,5
3489,6,612,306,0,102.0,42.28571429,260246.489,290.75,1892,1,291.4117362,672,3,2285,0,1719.690456,2006.305532,0,306,115.0884992,0,4,0,42.28571429,0,908,397026,0,0,5792,0.0,0.0,0,0.0,0,0
20098,3,0,0,0,0.0,0.0,0.0,5024.5,12258,6,8663.472283,12258,6,6,0,149.2685839,99.51238929,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
856643,7,376,188,0,53.71428571,117.1428571,1396.14752,65895.61538,308674,3,201983.0634,486228,3,624568,0,8.171431973,8.171431973,0,410,149.1707874,0,2,0,117.1428571,0,1196,2938,0,0,16383,0.0,0.0,0,0.0,0,4
18473,46,454,66,0,9.869565217,642.6046512,1520381.097,209.9204545,1749,0,597.3878983,1993,1,2013,0,2490.120717,2327.72154,0,1300,537.7210922,0,44,0,642.6046512,0,28086,1650661,0,0,5792,0.0,0.0,0,0.0,0,0
126,1,0,0,0,0.0,0.0,0.0,63.0,122,4,0.0,0,0,4,0,7936.507937,15873.01587,0,0,0.0,0,0,0,0.0,0,0,0,0,0,28960,0.0,0.0,0,0.0,0,0
1185582,6,128,64,0,21.33333333,0.0,107.9638524,148197.75,702401,3,304161.0572,702401,3,1062354,0,5.060805579,2.53040279,0,64,26.98476937,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,2
9,2,112,56,56,56.0,0.0,12444444.44,9.0,9,9,0.0,9,9,0,0,222222.2222,0.0,56,56,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,7
224953,11,8192,1448,0,744.7272727,0.0,36416.49589,14996.86667,173535,2,55206.19085,173983,3,174978,0,48.89910337,22.22686517,0,1448,676.3521533,0,4,0,0.0,0,8192,46536,0,0,5792,0.0,0.0,0,0.0,0,0
1039566,12,948,241,0,79.0,614.9333333,9784.852525,39983.30769,998997,2,300178.3112,998997,2,1000979,0,11.54327864,14.4290983,0,1448,564.3898611,0,10,0,614.9333333,0,10172,9796,0,0,5792,0.0,0.0,0,0.0,0,0
1022,2,90,45,45,45.0,61.0,207436.3992,340.6666667,1009,6,0.0,6,6,7,0,1956.947162,1956.947162,45,61,8.76356092,0,0,0,61.0,0,212,207436,0,0,0,0.0,0.0,0,0.0,0,0
11,2,2104,1052,1052,1052.0,0.0,191272727.3,11.0,11,11,0.0,11,11,0,0,181818.1818,0.0,1052,1052,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,5
27769,3,0,0,0,0.0,0.0,0.0,6942.25,16245,3,8135.263518,11513,8,3,0,108.0341388,72.02275919,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
27086,44,454,66,0,10.31818182,593.6444444,1003027.394,307.7954545,3211,1,964.355465,3567,1,3993,0,1624.455438,1661.37488,0,1300,537.1292649,0,44,0,593.6444444,0,27168,1080367,0,0,5792,0.0,0.0,0,0.0,0,0
344519,50,34534,1448,0,690.68,32.10810811,103686.5891,4006.034884,143273,1,24974.28708,144024,1,146055,0,145.1298767,107.3961088,0,1448,632.8115115,0,36,0,32.10810811,0,35722,104221,0,0,5792,0.0,0.0,0,0.0,0,0
46404,3,0,0,0,0.0,0.0,0.0,11601.0,27826,2,19669.58933,27826,9,2,0,64.64959917,43.09973278,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
797,1,0,0,0,0.0,0.0,0.0,159.4,777,1,0.0,0,0,11,0,1254.705144,6273.525721,0,0,0.0,0,0,0,0.0,0,0,0,0,0,23168,0.0,0.0,0,0.0,0,0
1190574,10,948,241,0,94.8,614.9333333,8543.778043,49607.25,1027642,2,339857.0893,1027642,3,1028752,0,8.399309913,12.59896487,0,1448,576.7568852,0,10,0,614.9333333,0,5086,63019,15,9224,5792,0.0,0.0,0,0.0,0,0
310,1,0,0,0,0.0,0.0,0.0,155.0,305,5,0.0,0,0,5,0,3225.806452,6451.612903,0,0,0.0,0,0,0,0.0,0,0,0,0,0,65160,0.0,0.0,0,0.0,0,0
2450879,27,2594,267,0,96.07407407,812.4102564,13986.00257,37705.83077,183693,1,103203.1431,288434,3,283812,0,11.01645573,15.91265827,0,1460,594.4197567,0,22,0,812.4102564,0,34278,17459,0,0,16383,0.0,0.0,0,0.0,0,4
4085,10,404,156,0,40.4,181.1111111,497919.2166,226.9444444,769,1,454.7229926,1207,1,1438,0,2447.980416,2203.182375,0,777,235.5097718,0,12,0,181.1111111,0,2034,743149,0,0,5792,0.0,0.0,0,0.0,0,0
34298,64,486,66,0,7.59375,832.0,1590938.247,267.953125,2680,1,754.6180985,2895,1,2961,0,1865.998017,1895.154236,0,1300,595.6531762,0,64,0,832.0,0,54566,1649765,0,0,5792,0.0,0.0,0,0.0,0,0
1003,2,90,45,45,45.0,61.0,211365.9023,334.3333333,1000,1,0.0,1,1,2,0,1994.017946,1994.017946,45,61,8.76356092,0,0,0,61.0,0,212,211365,0,0,0,0.0,0.0,0,0.0,0,0
311,1,0,0,0,0.0,0.0,0.0,155.5,309,2,0.0,0,0,2,0,3215.434084,6430.868167,0,0,0.0,0,0,0,0.0,0,0,0,0,0,47784,0.0,0.0,0,0.0,0,0
253289,11,8192,1448,0,744.7272727,0.0,32342.50204,16885.93333,173495,2,57533.59007,173995,2,174281,0,43.42865265,19.74029666,0,1448,676.3521533,0,4,0,0.0,0,8192,46802,0,0,5792,0.0,0.0,0,0.0,0,0
8,2,112,56,56,56.0,0.0,14000000.0,8.0,8,8,0.0,8,8,0,0,250000.0,0.0,56,56,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,7
328,1,0,0,0,0.0,0.0,0.0,164.0,326,2,0.0,0,0,2,0,3048.780488,6097.560976,0,0,0.0,0,0,0,0.0,0,0,0,0,0,20272,0.0,0.0,0,0.0,0,0
315,1,0,0,0,0.0,0.0,0.0,157.5,312,3,0.0,0,0,3,0,3174.603175,6349.206349,0,0,0.0,0,0,0,0.0,0,0,0,0,0,39096,0.0,0.0,0,0.0,0,0
44541,64,486,66,0,7.59375,783.3538462,1154082.755,347.9765625,4836,1,1131.04521,5115,1,5076,0,1436.878382,1459.329606,0,1300,576.4026342,0,64,0,783.3538462,0,51404,1194913,0,0,5792,0.0,0.0,0,0.0,0,0
359,1,0,0,0,0.0,0.0,0.0,179.5,357,2,0.0,0,0,2,0,2785.51532,5571.030641,0,0,0.0,0,0,0,0.0,0,0,0,0,0,11584,0.0,0.0,0,0.0,0,0
1069,2,90,45,45,45.0,61.0,198316.1833,356.3333333,1054,7,0.0,7,7,8,0,1870.90739,1870.90739,45,61,8.76356092,0,0,0,61.0,0,212,198316,0,0,0,0.0,0.0,0,0.0,0,0
68808,3,0,0,0,0.0,0.0,0.0,17202.0,39166,1,20946.62418,29632,9,1,0,43.59958144,29.06638763,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,7
167517,42,454,66,0,10.80952381,580.1395349,151626.4021,1994.25,25886,1,6712.177147,26521,1,26171,0,250.7208224,256.6903658,0,1300,526.2991716,0,42,0,580.1395349,0,25400,153694,0,0,5792,0.0,0.0,0,0.0,0,0
386,1,0,0,0,0.0,0.0,0.0,193.0,380,6,0.0,0,0,6,0,2590.673575,5181.34715,0,0,0.0,0,0,0,0.0,0,0,0,0,0,33304,0.0,0.0,0,0.0,0,0
340,1,0,0,0,0.0,0.0,0.0,170.0,338,2,0.0,0,0,2,0,2941.176471,5882.352941,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
7851,4,432,128,88,108.0,48.0,79480.32098,1121.571429,7121,2,4279.320312,7417,4,714,0,509.489237,509.489237,24,128,37.4046937,0,0,0,48.0,0,624,79480,0,0,0,0.0,0.0,0,0.0,0,0
17594,14,700,277,0,50.0,46.66666667,79572.58156,628.3571429,4496,1,2156.750309,6103,1,7013,0,795.7258156,852.5633739,0,277,94.71894299,0,12,0,46.66666667,0,1400,114360,0,0,5792,0.0,0.0,0,0.0,0,0
180,7,90,39,0,12.85714286,0.0,500000.0,25.71428571,140,1,7.554248253,19,1,0,0,38888.88889,5555.555556,0,39,16.63580476,0,4,0,0.0,0,90,6000000,0,0,13032,0.0,0.0,0,0.0,0,0
346,1,0,0,0,0.0,0.0,0.0,173.0,344,2,0.0,0,0,2,0,2890.17341,5780.346821,0,0,0.0,0,0,0,0.0,0,0,0,0,0,11584,0.0,0.0,0,0.0,0,0
2,2,112,56,56,56.0,0.0,56000000.0,2.0,2,2,0.0,2,2,0,0,1000000.0,0.0,56,56,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,7
7664,11,8192,1448,0,744.7272727,0.0,1068893.528,510.9333333,4030,2,1257.045831,4030,2,6660,0,1435.281837,652.4008351,0,1448,676.3521533,0,4,0,0.0,0,8192,1635129,0,0,5792,0.0,0.0,0,0.0,0,0
1071265,10,948,241,0,94.8,614.9333333,9495.316285,44636.04167,999643,1,331013.1904,999643,2,1000772,0,9.33475844,14.00213766,0,1448,576.7568852,0,10,0,614.9333333,0,10172,9531,0,0,5792,0.0,0.0,0,0.0,0,0
97303,3,0,0,0,0.0,0.0,0.0,24325.75,54710,7,38676.61961,54710,13,7,0,30.83152626,20.55435084,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
315,1,0,0,0,0.0,0.0,0.0,157.5,313,2,0.0,0,0,2,0,3174.603175,6349.206349,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
321,1,0,0,0,0.0,0.0,0.0,160.5,319,2,0.0,0,0,2,0,3115.264798,6230.529595,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
1833,4,432,128,88,108.0,48.0,340425.5319,261.8571429,1105,2,793.2792699,1379,5,690,0,2182.214948,2182.214948,24,128,37.4046937,0,0,0,48.0,0,624,340425,0,0,0,0.0,0.0,0,0.0,0,0
984,2,90,45,45,45.0,61.0,215447.1545,328.0,972,2,0.0,10,10,2,0,2032.520325,2032.520325,45,61,8.76356092,0,0,0,61.0,0,212,215447,0,0,0,0.0,0.0,0,0.0,0,0
12592,38,454,66,0,11.94736842,537.4871795,1700762.389,165.6842105,1183,1,476.5387389,1648,1,2104,0,3017.789072,3097.204574,0,1300,515.2575851,0,38,0,537.4871795,0,21416,1903982,0,0,5792,0.0,0.0,0,0.0,0,0
170427,6,510,255,0,85.0,0.0,2992.483585,21303.375,70436,7,34103.99854,70436,9,164321,0,35.20568924,17.60284462,0,255,107.5174404,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
344,1,0,0,0,0.0,0.0,0.0,172.0,340,4,0.0,0,0,4,0,2906.976744,5813.953488,0,0,0.0,0,0,0,0.0,0,0,0,0,0,50680,0.0,0.0,0,0.0,0,0
312,1,0,0,0,0.0,0.0,0.0,156.0,308,4,0.0,0,0,4,0,3205.128205,6410.25641,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
85043,3,0,0,0,0.0,0.0,0.0,21260.75,65897,7,46590.55871,65897,8,7,0,35.276272,23.51751467,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
3151,1,0,0,0,0.0,0.0,0.0,1575.5,3144,7,0.0,0,0,7,0,317.3595684,634.7191368,0,0,0.0,0,0,0,0.0,0,0,0,0,0,14480,0.0,0.0,0,0.0,0,0
1110,2,90,45,45,45.0,61.0,190990.991,370.0,1099,1,0.0,10,10,1,0,1801.801802,1801.801802,45,61,8.76356092,0,0,0,61.0,0,212,190990,0,0,0,0.0,0.0,0,0.0,0,0
2168,4,408,116,88,102.0,48.0,276752.7675,309.7142857,1462,3,996.2190188,1730,3,689,0,1845.01845,1845.01845,24,116,33.6716168,0,0,0,48.0,0,600,276752,0,0,0,0.0,0.0,0,0.0,0,0
368,1,0,0,0,0.0,0.0,0.0,184.0,363,5,0.0,0,0,5,0,2717.391304,5434.782609,0,0,0.0,0,0,0,0.0,0,0,0,0,0,15928,0.0,0.0,0,0.0,0,0
29078,3,0,0,0,0.0,0.0,0.0,7269.5,16148,1,9137.940933,12926,3,1,0,103.170782,68.78052136,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,3
315,1,0,0,0,0.0,0.0,0.0,157.5,313,2,0.0,0,0,2,0,3174.603175,6349.206349,0,0,0.0,0,0,0,0.0,0,0,0,0,0,65160,0.0,0.0,0,0.0,0,0
327,1,0,0,0,0.0,0.0,0.0,163.5,324,3,0.0,0,0,3,0,3058.103976,6116.207951,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
1047,2,74,37,37,37.0,53.0,171919.7708,349.0,1030,6,0.0,11,11,6,0,1910.219675,1910.219675,37,53,8.76356092,0,0,0,53.0,0,180,171919,0,0,0,0.0,0.0,0,0.0,0,0
1024,2,90,45,45,45.0,61.0,207031.25,341.3333333,1007,6,0.0,11,11,6,0,1953.125,1953.125,45,61,8.76356092,0,0,0,61.0,0,212,207031,0,0,0,0.0,0.0,0,0.0,0,0
295,1,0,0,0,0.0,0.0,0.0,147.5,292,3,0.0,0,0,3,0,3389.830508,6779.661017,0,0,0.0,0,0,0,0.0,0,0,0,0,0,14480,0.0,0.0,0,0.0,0,0
6523,22,902,270,0,41.0,57.52380952,323470.7956,155.3095238,1063,1,519.0739006,1912,1,1063,0,3372.681282,3219.377587,0,381,99.26215104,0,20,0,57.52380952,0,2110,428252,0,0,5792,0.0,0.0,0,0.0,0,0
123289,70,486,66,0,6.942857143,804.3380282,467146.2985,880.6357143,9849,0,2640.795661,10578,0,10109,0,567.7716585,575.8826822,0,1300,585.6559292,0,70,0,804.3380282,0,57594,487646,0,0,5792,0.0,0.0,0,0.0,0,0
1090,2,90,45,45,45.0,61.0,194495.4128,363.3333333,1070,9,0.0,11,11,9,0,1834.862385,1834.862385,45,61,8.76356092,0,0,0,61.0,0,212,194495,0,0,0,0.0,0.0,0,0.0,0,0
152053,7,1168,584,0,166.8571429,0.0,7681.532097,16894.77778,94269,2,36596.76414,94269,3,135877,0,46.03657935,19.72996258,0,584,236.2396318,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,0
22130,50,222,22,0,4.44,18.15686275,51875.28242,221.3,2982,0,899.0771043,3726,0,3216,0,2259.376412,2304.56394,0,54,16.50183685,0,48,0,18.15686275,0,1148,55171,0,0,5792,0.0,0.0,0,0.0,0,0
66321,3,0,0,0,0.0,0.0,0.0,16580.25,65469,2,46287.2099,65469,9,2,0,45.2345411,30.15636073,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
552208,6,312,156,0,52.0,0.0,565.0044911,69026.0,196923,8,99629.70233,196923,8,469549,0,10.86547098,5.432735491,0,156,65.77537533,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
352,1,0,0,0,0.0,0.0,0.0,176.0,349,3,0.0,0,0,3,0,2840.909091,5681.818182,0,0,0.0,0,0,0,0.0,0,0,0,0,0,11584,0.0,0.0,0,0.0,0,0
13610,20,806,270,0,40.3,50.0952381,136517.2667,340.25,8525,1,388.9950465,1155,1,8525,0,1469.507715,1542.983101,0,433,105.4342494,0,20,0,50.0952381,0,1858,151413,0,0,5792,0.0,0.0,0,0.0,0,0
379,1,0,0,0,0.0,0.0,0.0,189.5,376,3,0.0,0,0,3,0,2638.522427,5277.044855,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
67486,64,486,66,0,7.59375,783.3538462,761698.7227,527.234375,10862,0,1526.409538,8116,1,11093,0,948.3448419,963.16273,0,1300,576.4026342,0,64,0,783.3538462,0,51404,776378,0,0,5792,0.0,0.0,0,0.0,0,0
318,1,0,0,0,0.0,0.0,0.0,159.0,314,4,0.0,0,0,4,0,3144.654088,6289.308176,0,0,0.0,0,0,0,0.0,0,0,0,0,0,20272,0.0,0.0,0,0.0,0,0
30414,4,424,124,88,106.0,48.0,20253.83047,4344.857143,16105,4,8242.541861,14284,4,22944,0,131.5183797,131.5183797,24,124,36.11709352,0,0,0,48.0,0,616,20253,0,0,0,0.0,0.0,0,0.0,0,0
447,1,0,0,0,0.0,0.0,0.0,223.5,442,5,0.0,0,0,5,0,2237.136465,4474.272931,0,0,0.0,0,0,0,0.0,0,0,0,0,0,13032,0.0,0.0,0,0.0,0,0
58307,3,0,0,0,0.0,0.0,0.0,14576.75,57441,7,40611.97087,57441,7,9,0,51.45179824,34.30119883,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,0
321,1,0,0,0,0.0,0.0,0.0,160.5,319,2,0.0,0,0,2,0,3115.264798,6230.529595,0,0,0.0,0,0,0,0.0,0,0,0,0,0,39096,0.0,0.0,0,0.0,0,0
14472,42,454,66,0,10.80952381,580.0930233,1754975.124,172.2857143,1758,1,505.3463603,2048,1,2020,0,2902.155887,2971.254837,0,1300,526.1855956,0,42,0,580.0930233,0,25398,1952791,0,0,5792,0.0,0.0,0,0.0,0,0
343,1,0,0,0,0.0,0.0,0.0,171.5,341,2,0.0,0,0,2,0,2915.451895,5830.90379,0,0,0.0,0,0,0,0.0,0,0,0,0,0,39096,0.0,0.0,0,0.0,0,0
17169,14,700,277,0,50.0,46.66666667,81542.31464,613.1785714,4872,1,2050.424487,5110,1,8220,0,815.4231464,873.6676568,0,277,94.71894299,0,12,0,46.66666667,0,1400,122667,0,0,5792,0.0,0.0,0,0.0,0,0
60208,3,0,0,0,0.0,0.0,0.0,15052.0,48527,2,8254.057457,11676,3,2,0,49.82726548,33.21817699,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
2615823,19,4922,1460,0,259.0526316,61.64705882,2282.264511,74737.8,354444,1,185665.6834,526670,3,442094,0,7.263488394,6.498910668,0,1460,364.5252023,0,12,0,61.64705882,0,5970,3071,0,0,16383,0.0,0.0,0,0.0,0,4
1739,4,416,120,88,104.0,48.0,349626.222,248.4285714,1116,3,775.0928977,1347,4,608,0,2300.172513,2300.172513,24,120,34.87119155,0,0,0,48.0,0,608,349626,0,0,0,0.0,0.0,0,0.0,0,0
1025554,10,948,241,0,94.8,614.9333333,9918.541588,42731.41667,1003647,2,334379.3245,1003647,3,1004776,0,9.750827358,14.62624104,0,1448,576.7568852,0,10,0,614.9333333,0,5086,496776,15,9224,5792,0.0,0.0,0,0.0,0,0
756529,7,476,238,0,68.0,352.0,2955.603817,68775.36364,253685,3,144809.6385,328801,3,372591,0,9.252784758,6.60913197,0,880,326.2790217,0,2,0,352.0,0,2236,29765,0,0,16383,0.0,0.0,0,0.0,0,3
7,2,244,122,122,122.0,0.0,34857142.86,7.0,7,7,0.0,7,7,0,0,285714.2857,0.0,122,122,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,8
1359437,115,129644,1460,0,1127.33913,27.74193548,95998.56411,9375.427586,100521,1,35342.64022,171835,1,145324,0,84.59384289,22.80355765,0,1460,691.8988417,0,12,0,27.74193548,0,130504,116000,0,0,16383,0.0,0.0,0,0.0,0,4
1030,2,74,37,37,37.0,53.0,174757.2816,343.3333333,1009,10,0.0,11,11,10,0,1941.747573,1941.747573,37,53,8.76356092,0,0,0,53.0,0,180,174757,0,0,0,0.0,0.0,0,0.0,0,0
354,1,0,0,0,0.0,0.0,0.0,177.0,352,2,0.0,0,0,2,0,2824.858757,5649.717514,0,0,0.0,0,0,0,0.0,0,0,0,0,0,13032,0.0,0.0,0,0.0,0,0
480733,40,768,277,0,19.2,972.6666667,129065.4064,4713.068627,45189,2,23393.25745,98928,2,88495,0,83.20627042,131.0498759,0,1448,690.4166818,0,38,0,972.6666667,0,62046,142231,0,0,5792,0.0,0.0,0,0.0,0,0
1005436,10,948,241,0,94.8,614.9333333,10117.00397,41893.16667,999601,3,333025.2338,999601,3,1000771,0,9.945933903,14.91890085,0,1448,576.7568852,0,10,0,614.9333333,0,10172,10130,0,0,5792,0.0,0.0,0,0.0,0,0
6336,11,8192,1448,0,744.7272727,0.0,1292929.293,422.4,1980,2,718.9444423,1980,3,4662,0,1736.111111,789.1414141,0,1448,676.3521533,0,4,0,0.0,0,8192,2700065,0,0,5792,0.0,0.0,0,0.0,0,0
1922005,6,0,0,0,0.0,910.2222222,4262.215759,137286.0714,1431823,4,641331.7368,1434210,4,1431946,0,3.121740058,4.682610087,0,1448,686.6591585,0,4,0,910.2222222,0,8192,16747,9,8192,5792,0.0,0.0,0,0.0,0,0
3537,10,404,156,0,40.4,181.1111111,575063.6132,196.5,790,3,339.8417933,714,3,956,0,2827.254736,2544.529262,0,777,235.5097718,0,12,0,181.1111111,0,2034,914979,0,0,5792,0.0,0.0,0,0.0,0,0
339,1,0,0,0,0.0,0.0,0.0,169.5,337,2,0.0,0,0,2,0,2949.852507,5899.705015,0,0,0.0,0,0,0,0.0,0,0,0,0,0,50680,0.0,0.0,0,0.0,0,0
319,1,0,0,0,0.0,0.0,0.0,159.5,317,2,0.0,0,0,2,0,3134.796238,6269.592476,0,0,0.0,0,0,0,0.0,0,0,0,0,0,14480,0.0,0.0,0,0.0,0,0
99139,82,486,66,0,5.926829268,938.313253,790465.9115,604.5060976,7807,1,2032.152047,9702,1,8035,0,827.1215163,837.208364,0,1300,618.2478704,0,82,0,938.313253,0,78366,821110,0,0,5792,0.0,0.0,0,0.0,0,0
271127,4,456,114,114,114.0,48.0,2390.023863,38732.42857,148299,2,139131.8886,240992,7,122813,0,14.75323372,14.75323372,48,114,34.78505426,0,0,0,48.0,0,648,2390,0,0,0,0.0,0.0,0,0.0,0,0
128,1,0,0,0,0.0,0.0,0.0,64.0,124,4,0.0,0,0,4,0,7812.5,15625.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,28960,0.0,0.0,0,0.0,0,0
82303,3,0,0,0,0.0,0.0,0.0,20575.75,63114,4,44625.50896,63114,4,4,0,36.45067616,24.30045077,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,5
323,1,0,0,0,0.0,0.0,0.0,161.5,320,3,0.0,0,0,3,0,3095.975232,6191.950464,0,0,0.0,0,0,0,0.0,0,0,0,0,0,23168,0.0,0.0,0,0.0,0,0
6705,29,2056,616,0,70.89655172,183.3913043,935719.6122,131.4705882,757,1,380.1403719,1203,1,1237,0,4325.1305,3430.275913,0,848,233.2106366,0,24,0,183.3913043,0,6274,1437671,0,0,5792,0.0,0.0,0,0.0,0,0
28637,66,470,66,0,7.121212121,858.0,2023815.344,216.9469697,1807,1,586.9163828,2110,1,2049,0,2304.710689,2339.630548,0,1300,606.7952144,0,66,0,858.0,0,57956,2111252,0,0,5792,0.0,0.0,0,0.0,0,0
72100,4,408,116,88,102.0,48.0,8321.775312,10300.0,49096,7,32895.97497,56986,8,22981,0,55.47850208,55.47850208,24,116,33.6716168,0,0,0,48.0,0,600,8321,0,0,0,0.0,0.0,0,0.0,0,0
326,1,0,0,0,0.0,0.0,0.0,163.0,323,3,0.0,0,0,3,0,3067.484663,6134.969325,0,0,0.0,0,0,0,0.0,0,0,0,0,0,27512,0.0,0.0,0,0.0,0,0
1141,2,90,45,45,45.0,61.0,185801.9281,380.3333333,1120,10,0.0,11,11,10,0,1752.848379,1752.848379,45,61,8.76356092,0,0,0,61.0,0,212,185801,0,0,0,0.0,0.0,0,0.0,0,0
135377,70,486,66,0,6.942857143,820.5070423,433914.1804,966.9785714,18652,0,2486.825787,9213,0,18907,0,517.07454,524.4613191,0,1300,585.8600945,0,70,0,820.5070423,0,58742,437931,0,0,5792,0.0,0.0,0,0.0,0,0
43126,3,0,0,0,0.0,0.0,0.0,10781.5,33920,6,23978.69806,33920,9,6,0,69.56360432,46.37573621,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,4
332,1,0,0,0,0.0,0.0,0.0,166.0,328,4,0.0,0,0,4,0,3012.048193,6024.096386,0,0,0.0,0,0,0,0.0,0,0,0,0,0,23168,0.0,0.0,0,0.0,0,0
1401618,189,222332,1460,0,1176.359788,22.34146341,159278.7764,6120.60262,106779,1,23740.93217,161213,1,121268,0,134.8441587,29.25190744,0,1460,669.8118586,0,0,0,22.34146341,0,223248,179954,0,0,16383,0.0,0.0,0,0.0,0,3
540245,7,368,184,0,52.57142857,147.6,2047.219317,49113.18182,135126,3,111703.4629,268303,3,304329,0,12.95708429,9.255060204,0,369,143.1604354,0,2,0,147.6,0,1106,16666,0,0,16383,0.0,0.0,0,0.0,0,1
743435,8,498,137,0,62.25,84.0,1234.808692,61952.91667,158792,3,109040.8063,230356,3,384517,0,10.76086006,6.725537539,0,210,83.49639724,0,0,0,84.0,0,918,3984,0,0,16383,0.0,0.0,0,0.0,0,5
72542,58,470,66,0,8.103448276,718.2372881,590637.1481,625.362069,5823,0,1995.907068,6034,0,6085,0,799.53682,813.3219376,0,1300,574.3670971,0,58,0,718.2372881,0,42846,601068,0,0,5792,0.0,0.0,0,0.0,0,0
1013,2,76,38,38,38.0,54.0,181638.6969,337.6666667,998,3,0.0,12,12,3,0,1974.333662,1974.333662,38,54,8.76356092,0,0,0,54.0,0,184,181638,0,0,0,0.0,0.0,0,0.0,0,0
321,1,0,0,0,0.0,0.0,0.0,160.5,318,3,0.0,0,0,3,0,3115.264798,6230.529595,0,0,0.0,0,0,0,0.0,0,0,0,0,0,47784,0.0,0.0,0,0.0,0,0
4,2,390,195,195,195.0,0.0,97500000.0,4.0,4,4,0.0,4,4,0,0,500000.0,0.0,195,195,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,5
367,1,0,0,0,0.0,0.0,0.0,183.5,363,4,0.0,0,0,4,0,2724.79564,5449.591281,0,0,0.0,0,0,0,0.0,0,0,0,0,0,11584,0.0,0.0,0,0.0,0,0
358,1,0,0,0,0.0,0.0,0.0,179.0,354,4,0.0,0,0,4,0,2793.296089,5586.592179,0,0,0.0,0,0,0,0.0,0,0,0,0,0,36200,0.0,0.0,0,0.0,0,0
73874,3,0,0,0,0.0,0.0,0.0,18468.5,73193,6,51750.31689,73193,7,6,0,40.60968676,27.07312451,0,0,0.0,0,0,0,0.0,0,0,0,0,0,16383,0.0,0.0,0,0.0,0,0
354,1,0,0,0,0.0,0.0,0.0,177.0,350,4,0.0,0,0,4,0,2824.858757,5649.717514,0,0,0.0,0,0,0,0.0,0,0,0,0,0,10136,0.0,0.0,0,0.0,0,0
