Flow Duration,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Variance,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Fwd Act Data Pkts,Fwd Seg Size Min,Active Max,Idle Std,Idle Max,Idle Min,Label
782325,290,0,118.18004070928176,892,0,617.5491252786505,16977.30912336273,73675.232670485,122966.06194875715,356145,2,622730,108609.01982252247,391497,4,669978,227871.47902339377,347822.3164908951,4,0,0,176,198,11.265674115965428,16.09393058266091,262210.9000212765,4,0,14,0,0,0,617.5491252786505,0,0,70506,3,20,0,0.0,0,0,2
479799,273,0,113.0674751615576,926,0,638.5295026458961,17464.04994232645,33092.99968829328,65269.50689441356,200857,2,435569,78146.05788273021,245599,6,405549,57300.90257782051,122309.66454363284,2,0,0,169,216,14.187184368286651,20.167021914053443,269531.5968854469,4,0,14,0,0,1,638.5295026458961,0,0,72545,2,20,0,0.0,0,0,2
497606,335,0,138.7943269639469,1132,0,781.906263360864,21413.93943390727,30471.33687975517,57119.372902371455,175840,2,443531,73140.63382576092,225630,5,411326,48713.751761125655,110377.19848101948,2,0,0,178,239,14.58195138041594,21.922413580819143,330843.1535116979,4,0,16,0,0,1,781.906263360864,0,0,89052,3,20,0,0.0,0,0,2
86825,0,0,0.0,15,0,6.0002804076738006,180.4063886695285,17769.31078024963,22003.675112851142,44945,1,51204,18556.633486729774,41681,5,26993,6749.099445982464,8498.011662834177,1,0,0,72,52,40.42715277650189,28.659829017181405,216.0100946762568,0,0,5,0,0,0,6.0002804076738006,0,0,0,0,20,0,0.0,0,0,2
931945,206,0,82.24704681924945,561,0,388.4201280632047,10718.282906018916,101325.2915349968,168967.1149154554,484616,2,719915,133959.2380043871,506851,3,815564,340408.2854773072,497484.42625919374,5,0,0,167,152,8.963484302180083,11.06146046065414,165193.07344791904,4,0,11,0,0,0,388.4201280632047,0,0,44346,2,20,0,0.0,0,0,2
956718,192,0,76.29741372013909,506,0,350.4819181280415,9681.939826316942,105903.4712969198,176583.77463944562,505888,2,736007,138156.61987649233,525951,3,839669,359041.6537570405,522264.84518797,5,0,0,165,145,8.582297453167438,10.22820534977174,149129.27219742778,4,0,11,0,0,0,350.4819181280415,0,0,40014,2,20,0,0.0,0,0,2
472230,247,0,102.13267465437704,838,0,577.5894277456964,15785.210496769643,34207.296922508176,68733.59531045111,211490,2,432185,80273.5359720516,254087,6,403094,60950.73823695509,127381.3747146092,2,0,0,166,206,14.019394754632929,19.42091983224849,243472.06789051188,4,0,14,0,0,1,577.5894277456964,0,0,65529,2,20,0,0.0,0,0,2
350201,0,0,0.0,35,0,14.248300665110136,312.7230569721368,38911.306570968496,84634.31742737215,255130,2,349241,87310.42601243322,284510,7,331759,82939.84124226918,147496.3744900032,2,0,0,132,116,16.295969149102657,16.295969149102657,332.9446796550228,4,0,8,0,0,1,14.248300665110136,0,0,0,0,20,0,0.0,0,0,2
465714,224,0,92.71989746862752,763,0,525.1316489008249,14340.050009269542,35166.49426474357,71715.51458648048,220643,2,429272,82104.88874425774,261393,6,400981,64092.550453966,131747.14963283946,2,0,0,162,198,13.87495990679383,18.77866827500772,221039.7848475953,4,0,13,0,0,1,525.1316489008249,0,0,59490,2,20,0,0.0,0,0,2
353079,0,0,0.0,34,0,13.920412732872196,301.054454278541,39231.08702543817,85556.84070155633,258251,2,352119,88029.97485626693,287249,7,334473,83618.28480698587,149024.46971623137,2,0,0,132,116,16.08046710954138,16.08046710954138,318.32385867655034,4,0,8,0,0,1,13.920412732872196,0,0,0,0,20,0,0.0,0,0,2
301909,0,0,0.0,49,0,19.7500973958516,508.516417568769,33545.54929241276,69154.8348514283,202753,2,300947,75236.75361591336,238551,6,286223,71555.8950235892,121855.69518063792,3,0,0,132,116,19.91198639204881,19.91198639204881,578.2747975129225,4,0,8,0,0,1,19.7500973958516,0,0,0,0,20,0,0.0,0,0,2
133527,0,0,0.0,57,0,23.159155900054053,696.3107382814985,18185.56787744844,24167.57135169604,51249,1,118267,31940.31263675949,81530,3,104184,26046.49729021136,32799.59661357771,4,0,0,107,90,34.33873365305262,29.486340793197755,833.7296124019458,2,0,6,0,0,0,23.159155900054053,0,0,0,0,20,0,0.0,0,0,2
88699,0,0,0.0,16,0,6.688748222341772,201.1060866370777,17786.012318423025,22090.49740580311,45198,1,53895,19093.62860279842,43280,5,30091,7523.371473802377,9473.067347073862,1,0,0,73,54,40.182866336486335,28.69299125770725,240.7949360043037,0,0,5,0,0,0,6.688748222341772,0,0,0,0,20,0,0.0,0,0,2
149378,0,0,0.0,5,0,2.001633232645969,24.92476662535465,24055.48607031613,40272.4395088771,106617,1,116593,34433.27329927411,100572,6,90589,22647.990716948185,41641.57444287037,1,0,0,77,58,35.38273860196939,24.57757044192596,17.1958491341375,0,0,5,0,0,0,2.001633232645969,0,0,0,0,20,0,0.0,0,0,2
348752,0,0,0.0,36,0,14.41346385863452,318.6007471685633,38750.22726339409,84169.62545464575,253557,2,347791,86947.97600052453,283130,7,330392,82598.09671690689,146726.64476603744,2,0,0,132,116,16.404521497528613,16.404521497528613,340.3094566026552,4,0,8,0,0,1,14.41346385863452,0,0,0,0,20,0,0.0,0,0,2
282857,0,0,0.0,54,0,21.9206783646696,585.7612456005558,31428.63890801908,63047.83527822424,182090,2,281893,70473.42177902497,220419,5,268258,67064.67547811821,111739.87788308148,4,0,0,132,116,21.338585482233466,21.338585482233466,675.062976168238,4,0,8,0,0,1,21.9206783646696,0,0,0,0,20,0,0.0,0,0,2
95485,0,0,0.0,22,0,9.181893457865533,276.06580481862414,17846.493519483956,22404.90656393469,46114,1,63639,21038.24647251213,49070,4,41306,10327.239099901211,13004.03187691891,2,0,0,78,59,39.29823300860655,28.81308152221173,330.5481644831591,1,0,5,0,0,0,9.181893457865533,0,0,0,0,20,0,0.0,0,0,2
399397,0,0,0.0,21,0,8.643532536692598,113.26523602136584,44377.4891384987,100403.51335227366,308486,2,398440,99610.0687569316,331328,8,378147,94536.84892260894,173616.94368172216,2,0,0,132,116,12.612274678561658,12.612274678561658,83.02297356437114,4,0,8,0,0,1,8.643532536692598,0,0,0,0,20,0,0.0,0,0,2
104189,0,0,0.0,30,0,12.379927039082189,372.2189260116464,17924.074604319772,22808.208799047217,47289,1,76138,23532.66723924776,56497,4,55693,13923.845786822343,17533.307981508577,2,0,0,85,66,38.1634868055725,28.96712497431004,445.67737340695874,1,0,6,0,0,0,12.379927039082189,0,0,0,0,20,0,0.0,0,0,2
239687,0,0,0.0,10,0,4.293188100368144,53.45969967683485,31418.811108816863,62053.59129844928,179746,1,218301,57967.54179078083,183945,7,194299,48575.22901928134,89314.62016265663,1,0,0,96,78,27.170243798531224,20.23491251936788,36.88238867857689,2,0,6,0,0,0,4.293188100368144,0,0,0,0,20,0,0.0,0,0,2
217979,0,0,0.0,9,0,3.742349641742554,46.60054096304604,29648.83271043854,56817.89031312487,162168,1,193853,52310.43082069603,163904,7,169369,42342.90170997642,77855.08786335928,1,0,0,92,73,29.14434358672141,21.278790207000064,32.15018555698642,1,0,6,0,0,0,3.742349641742554,0,0,0,0,20,0,0.0,0,0,2
393764,0,0,0.0,23,0,9.285243808229149,136.10192238690286,43751.64505619389,98598.03798982815,302377,2,392807,98201.83576598969,325968,8,372836,93209.0632990008,170626.30012872847,2,0,0,132,116,13.034034902799595,13.034034902799595,111.63746253615636,4,0,8,0,0,1,9.285243808229149,0,0,0,0,20,0,0.0,0,0,2
454886,186,0,77.07694668266626,638,0,437.9528666330897,11938.35984518013,36760.569692485486,76671.12073354368,235854,2,424431,85148.38597382414,273535,7,397468,69313.88024001892,139002.56435697133,2,0,0,157,184,13.634925836939782,17.711320211427232,183759.9159276815,4,0,12,0,0,1,437.9528666330897,0,0,49453,1,20,0,0.0,0,0,2
153215,0,0,0.0,75,0,30.392791538186337,913.7995877622128,18361.04861767876,25079.801116256072,53906,1,146539,37582.44568399645,98329,2,136726,34181.66586994837,43044.371164267824,5,0,0,122,105,31.77204998133845,29.83477184516167,1094.140495374708,3,0,7,0,0,0,30.392791538186337,0,0,0,0,20,0,0.0,0,0,2
199102,0,0,0.0,78,0,31.46273366970171,925.3359639343208,22122.523976641503,36200.954875023446,91251,2,198133,49533.41701681598,140711,2,189283,47320.899085725694,67269.89980092442,5,0,0,132,116,27.61003428428543,27.61003428428543,1100.5518968166464,4,0,8,0,0,1,31.46273366970171,0,0,0,0,20,0,0.0,0,0,2
455134,187,0,77.43513825248537,640,0,439.9490823920386,11993.353636432505,36724.06862643435,76557.64749121814,235506,2,424542,85078.69611381533,273257,7,397549,69194.32246999205,138836.43020330142,2,0,0,157,184,13.640422126064994,17.73576029844588,184613.54865681205,4,0,12,0,0,1,439.9490823920386,0,0,49683,1,20,0,0.0,0,0,2
197354,0,0,0.0,79,0,31.661853996388203,932.4220923089312,21928.327172485413,35640.723412774496,89355,2,196385,49096.44820288877,139048,2,187635,46908.892753797925,66341.91560041466,5,0,0,132,116,27.74090471988264,27.74090471988264,1109.4308532021028,4,0,8,0,0,1,31.661853996388203,0,0,0,0,20,0,0.0,0,0,2
303466,0,0,0.0,48,0,19.572765704898732,502.2056850188108,33718.49621466677,69653.76328419459,204441,2,302503,75625.907350024,240032,6,287691,71922.81778200286,122682.13520407677,3,0,0,132,116,19.79543638418985,19.79543638418985,570.3674162026823,4,0,8,0,0,1,19.572765704898732,0,0,0,0,20,0,0.0,0,0,2
622625,18,0,6.01569753235068,15,0,6.031319096266813,105.5475555460652,73823.86689061533,142219.01967064792,421229,2,537083,121797.76828289474,437426,7,572533,218026.11684814503,337299.8577606992,3,0,0,137,104,10.367942073954246,9.654404363828352,257.1503231942678,4,0,7,0,0,0,6.031319096266813,0,0,0,0,20,0,0.0,0,0,2
314016,0,0,0.0,45,0,18.37076761736716,459.4299780077639,34890.77325480987,73035.62367687313,215884,2,313054,78263.68766804456,250073,6,297639,74409.91104500162,128283.95021128331,3,0,0,132,116,19.005431586990312,19.005431586990312,516.7692287539521,4,0,8,0,0,1,18.37076761736716,0,0,0,0,20,0,0.0,0,0,2
514453,394,0,163.1321993125873,1326,0,917.542186747276,25150.57642998163,27991.21629347136,49409.260439088495,152174,2,451063,68405.4500308273,206739,5,416790,40590.216786052144,99088.96010397108,2,0,0,186,261,14.95540512526025,23.58303255727872,388844.5308324765,4,0,17,0,0,1,917.542186747276,0,0,104667,3,20,0,0.0,0,0,2
114363,0,0,0.0,40,0,16.118090388472915,484.6117650626164,18014.758695206925,23279.62649862354,48662,1,90748,26448.38155286131,65178,4,72509,18127.898983195377,22827.553180462062,3,0,0,92,74,36.837088392511305,29.147185493445814,580.251253985025,1,0,6,0,0,0,16.118090388472915,0,0,0,0,20,0,0.0,0,0,2
476874,263,0,108.84232949671537,892,0,614.9825990594373,16815.355784559004,33523.55789787352,66608.01125432758,204966,2,434261,78968.10349940519,248879,6,404601,58711.178632006646,124269.34494458442,2,0,0,168,212,14.12235140144203,19.8787322489244,259462.3408538917,4,0,14,0,0,1,614.9825990594373,0,0,69834,2,20,0,0.0,0,0,2
370262,0,0,0.0,29,0,11.96278711224421,231.38810384593117,41140.307674009135,91064.68353322858,276887,2,369303,92325.97697616184,303601,8,350675,87668.87152841417,158147.82581295047,2,0,0,132,116,14.793831425625452,14.793831425625452,231.0315525928277,4,0,8,0,0,1,11.96278711224421,0,0,0,0,20,0,0.0,0,0,2
223695,0,0,0.0,71,0,28.660925896953746,825.6275620395529,24855.0532185407,44083.93142285953,117924,2,222727,55681.97371960477,164116,3,212472,53118.21050252605,80327.49863697519,5,0,0,132,116,25.76856581252824,25.76856581252824,975.6167411314592,4,0,8,0,0,1,28.660925896953746,0,0,0,0,20,0,0.0,0,0,2
547898,422,0,174.48014721190916,1411,0,976.5502980044286,26784.00220653897,30352.896000181703,50891.23876024093,154856,2,470459,68890.09220208494,210758,4,441873,51547.89718630031,113330.50806686992,2,0,0,190,269,14.872763803566803,23.978845619447355,414219.2182106672,4,0,18,0,0,0,976.5502980044286,0,0,111493,3,20,0,0.0,0,0,2
162288,0,0,0.0,84,0,33.72646181711827,1014.0308061679216,18441.92011266352,25500.20841983102,55131,1,159568,40182.66114829235,106070,2,151723,37930.81374870059,47765.745331077815,5,0,0,128,112,30.589176320034905,29.995348669914343,1214.1526254162577,3,0,7,0,0,0,33.72646181711827,0,0,0,0,20,0,0.0,0,0,2
436893,327,0,135.2382121579089,1120,0,768.7244231962017,21104.138011736926,24361.28753445438,39573.84603393401,116119,2,384175,59268.67658834015,172953,4,355600,36168.86200193816,81097.57030797229,2,0,0,177,236,18.8891958113305,26.041584573250898,322664.2430462938,4,0,16,0,0,1,768.7244231962017,0,0,86770,3,20,0,0.0,0,0,2
319660,0,0,0.0,44,0,17.72779240679219,436.5483116322352,35517.850023530955,74844.65517257467,222005,2,318698,79674.69436849009,255444,6,302961,75740.31192590501,131280.48425008316,3,0,0,132,116,18.58284064770043,18.58284064770043,488.0983795914083,4,0,8,0,0,1,17.72779240679219,0,0,0,0,20,0,0.0,0,0,2
366959,0,0,0.0,18,0,7.522668223340634,93.6738793144828,41795.918890862245,92749.69102997804,282807,1,361638,91134.3026537083,301443,8,340457,85114.39372371881,156500.07390073154,1,0,0,124,108,15.596404087644595,14.114820157926491,64.62655882453342,3,0,7,0,0,0,7.522668223340634,0,0,0,0,20,0,0.0,0,0,2
163101,0,0,0.0,85,0,34.02510217554298,1023.0098246327044,18449.164828015608,25537.869789228414,55241,1,160736,40415.59638581308,106764,2,153066,38266.67385861421,48188.70043924919,5,0,0,129,113,30.48321088715591,30.009733631979103,1224.9036783195477,3,0,7,0,0,0,34.02510217554298,0,0,0,0,20,0,0.0,0,0,2
217291,0,0,0.0,9,0,3.72488846382277,46.38311062787964,29592.72568442337,56651.9224054598,161611,1,193078,52131.10452345985,163269,7,168579,42145.34147376192,77491.82903634345,1,0,0,91,73,29.20692111211607,21.3118803693604,32.00017816486493,1,0,6,0,0,0,3.72488846382277,0,0,0,0,20,0,0.0,0,0,2
101247,0,0,0.0,28,0,11.299096006559605,339.72230750528723,17897.854728293514,22671.90579905511,46892,1,71914,22689.634386593672,53987,4,50831,12708.310045786222,16002.560400414974,2,0,0,83,64,38.54699400746053,28.91506331230541,406.7674562361457,1,0,5,0,0,0,11.299096006559605,0,0,0,0,20,0,0.0,0,0,2
120896,0,0,0.0,46,0,18.51850926645428,556.7835423210505,18072.99044790269,23582.34198741083,49544,1,100130,28320.674180827715,70753,3,83308,20827.483702588797,26227.19223644432,3,0,0,97,79,35.985356808615826,29.26280929821697,666.6663335923541,2,0,6,0,0,0,18.51850926645428,0,0,0,0,20,0,0.0,0,0,2
440383,135,0,56.12348515575917,470,0,321.17839836275743,8721.337485309145,38895.80610684244,83309.06930001118,256230,2,417946,89225.09777708571,289799,7,392764,76307.76101662658,148721.06666283344,2,0,0,150,165,13.313404359524696,16.281625974574958,133824.1774708049,4,0,11,0,0,1,321.17839836275743,0,0,36009,1,20,0,0.0,0,0,2
96694,0,0,0.0,24,0,9.62630294119929,289.4275653583814,17857.274447498865,22460.95079654889,46277,1,65376,21384.87955687776,50102,4,43305,10827.035640149325,13633.43529073512,2,0,0,79,60,39.14054486650347,28.834487917491643,346.5469058831744,1,0,5,0,0,0,9.62630294119929,0,0,0,0,20,0,0.0,0,0,2
699785,337,0,138.00295874502638,1075,0,743.951209817286,20430.18488622535,58421.70683759375,97588.96408411876,285272,2,569116,94624.23194914853,327860,4,589664,165789.04032742977,265259.2062732253,3,0,0,181,223,12.53570800518311,18.870160224175592,315732.0853156428,4,0,15,0,0,0,743.951209817286,0,0,84937,3,20,0,0.0,0,0,2
507377,412,0,170.46459005864327,1389,0,959.7903070068852,26325.59895837893,25893.832579888083,43191.29449229525,131864,2,441180,63940.75955736345,189483,4,406978,35278.256859407484,89236.13248559019,2,0,0,188,267,15.9778158332775,24.99323387812117,406380.624044497,4,0,18,0,0,1,959.7903070068852,0,0,109372,3,20,0,0.0,0,0,2
177894,0,0,0.0,84,0,33.878907593913645,1011.320749552464,19766.093258716824,29402.97159961297,68249,2,176924,44231.13235570724,120528,2,169286,42321.515183642,56009.51637014295,5,0,0,132,116,29.198047618745672,29.198047618745672,1208.2912886193335,4,0,8,0,0,1,33.878907593913645,0,0,0,0,20,0,0.0,0,0,2
449597,168,0,69.43521499991175,576,0,395.3651942920639,10765.111135892306,37539.29084730802,79091.98192651322,243285,2,422066,86635.16359805765,279467,7,395753,71864.54998245643,142546.9041255705,2,0,0,155,177,13.517666888698995,17.189910432313845,165548.3419508645,4,0,12,0,0,1,395.3651942920639,0,0,44550,1,20,0,0.0,0,0,2
187508,0,0,0.0,7,0,2.969174813310053,36.97280205215475,27164.433295208924,49468.889625786105,137494,1,159536,44369.92533269424,135774,7,134378,33595.00380515287,61770.11452737746,1,0,0,85,66,31.915254442965832,22.74401097980765,25.50791089487828,1,0,6,0,0,0,2.969174813310053,0,0,0,0,20,0,0.0,0,0,2
240547,0,0,0.0,66,0,26.74102982816032,757.3038994794734,26727.477230070937,49485.62094338563,136201,2,239580,59895.17847878064,180153,4,228362,57090.72978345085,89275.01920460783,4,0,0,132,116,24.50672761144916,24.50672761144916,890.0068300636374,4,0,8,0,0,1,26.74102982816032,0,0,0,0,20,0,0.0,0,0,2
462628,213,0,88.26080233973657,727,0,500.2809357155878,13655.43717257843,35620.89280324104,73128.13293025887,224979,2,427892,82972.45163931794,264854,7,399980,65580.91454421273,133815.33899794918,2,0,0,161,194,13.806537090261376,18.47441579628649,210412.98660594464,4,0,13,0,0,1,500.2809357155878,0,0,56629,1,20,0,0.0,0,0,2
410601,295,0,122.09813857949509,1019,0,697.4534063839761,19156.43901131657,23789.620622914983,38224.472588757984,110246,2,362911,57525.90547090034,166787,4,336435,36501.07376481494,78061.73999530863,3,0,0,172,224,19.97519299316223,26.43263826911495,291436.5247400077,4,0,15,0,0,1,697.4534063839761,0,0,78339,2,20,0,0.0,0,0,2
456809,351,0,145.19163915536046,1196,0,822.7112489655794,22579.493510928405,24794.317443831253,40595.97806376702,120568,2,400282,60588.8020037108,177624,4,370117,35917.21611047824,83397.17047485325,2,0,0,180,245,18.066567718398225,25.74536671795208,346318.8148874449,4,0,16,0,0,1,822.7112489655794,0,0,93156,3,20,0,0.0,0,0,2
172941,0,0,0.0,6,0,2.599544212344248,32.37008247476062,25976.7199668377,45955.56322059743,125698,1,143130,40573.81906077542,122325,6,117649,29412.90857799336,54080.39398545094,1,0,0,82,63,33.23993989230042,23.444487010433804,22.332448004922966,1,0,5,0,0,0,2.599544212344248,0,0,0,0,20,0,0.0,0,0,2
393227,0,0,0.0,20,0,8.189195891605975,101.97362489719104,43937.63495348925,99085.01405406416,304077,1,391221,97979.54180679336,325693,8,370622,92655.65836181652,170366.3812059985,1,0,0,130,114,13.207696276594923,12.851703267308988,70.35263742888803,3,0,7,0,0,0,8.189195891605975,0,0,0,0,20,0,0.0,0,0,2
378096,256,0,105.85236329517596,895,0,609.3372389586707,16748.394635195065,23082.838265348397,36556.170076284274,102985,2,336622,55371.224389628434,159164,3,312740,36911.80492353309,74308.3807187001,3,0,0,167,210,21.31786935415502,26.91611885460774,252828.02751824545,4,0,14,0,0,1,609.3372389586707,0,0,67916,2,20,0,0.0,0,0,2
456866,193,0,79.93712164028585,660,0,453.8927345831777,12377.487613162024,36469.10712373049,75765.03205528893,233073,2,425316,84591.90947020933,271315,7,398111,68359.20634863622,137675.97605626978,2,0,0,158,187,13.67881393995601,17.9064753483504,190576.20966708072,4,0,12,0,0,1,453.8927345831777,0,0,51288,1,20,0,0.0,0,0,2
125730,0,0,0.0,50,0,20.29438364628013,610.1775609048128,18116.07137792426,23806.29651711604,50196,1,107071,29705.83097160352,74877,3,91297,22824.68651719578,28742.308225388428,3,0,0,101,83,35.35522999524879,29.34834993217656,730.5978112660846,2,0,6,0,0,0,20.29438364628013,0,0,0,0,20,0,0.0,0,0,2
170217,0,0,0.0,86,0,34.75353259350128,1042.4461757199283,18913.094558979024,26942.18595008987,59923,2,169247,42311.771057638296,113222,2,162047,40511.800204318,51933.39719891397,5,0,0,132,116,29.772888754178613,29.772888754178613,1247.2916124647008,4,0,8,0,0,1,34.75353259350128,0,0,0,0,20,0,0.0,0,0,2
996155,48,0,16.17917276684239,5,0,2.029450722060409,107.15080382527518,123172.02538327346,211708.3819783985,607790,2,767708,158380.8003844124,613240,4,897541,425808.9588949872,611923.3837980533,6,0,0,147,85,6.846579440380452,4.9275251950994665,569.6839238681848,4,0,7,0,0,0,2.029450722060409,0,0,0,1,20,0,0.0,0,0,2
326561,0,0,0.0,42,0,16.941639437730775,408.5713544146953,36284.56428475212,77056.52191032903,229489,2,325599,81399.90412568877,262011,6,309467,77366.96655482742,134944.28666851466,3,0,0,132,116,18.066147132682783,18.066147132682783,453.04310401633575,4,0,8,0,0,1,16.941639437730775,0,0,0,0,20,0,0.0,0,0,2
436872,123,0,51.05175133587508,429,0,292.9134255674465,7942.665136545715,39412.63482854247,84915.76842206187,261161,2,416377,90211.85584090116,293736,7,391625,78000.61265459622,151073.40623975577,2,0,0,149,161,13.235580876816067,15.935572001400852,121737.35481253406,4,0,11,0,0,1,292.9134255674465,0,0,32755,1,20,0,0.0,0,0,2
309163,0,0,0.0,47,0,18.923705629945832,479.1074755567895,34351.50739116821,71479.91474210571,210620,2,308201,77050.26726264218,245454,6,293063,73265.80905332169,125707.02726186404,3,0,0,132,116,19.368846210542827,19.368846210542827,541.4252374058308,4,0,8,0,0,1,18.923705629945832,0,0,0,0,20,0,0.0,0,0,2
514934,396,0,163.82804345031323,1332,0,921.4201535966976,25257.410622851145,27920.30716279233,49188.82060433511,151497,2,451278,68270.06638522512,206199,5,416947,40357.95678776465,98766.21806689398,2,0,0,186,261,14.966082541730314,23.630511316441098,390502.84828153433,4,0,18,0,0,1,921.4201535966976,0,0,105114,3,20,0,0.0,0,0,2
485752,294,0,121.66779158000688,995,0,686.4594055610476,18784.47187760373,32216.59514921112,62544.97100006012,192494,2,438231,76472.77772279801,238924,6,407480,54430.27484910394,118320.72005174006,2,0,0,172,224,14.319152369733388,20.753837739341947,290027.64479459904,4,0,15,0,0,1,686.4594055610476,0,0,78063,2,20,0,0.0,0,0,2
517981,407,0,168.22897569124746,1367,0,945.9467227112526,25933.093607506537,27471.835640991834,47794.62796354799,147218,2,452640,67413.81967921276,202783,5,417935,38889.00640171518,96725.0054454596,2,0,0,188,265,15.033612874811164,23.93079523151457,400991.0342582294,4,0,18,0,0,1,945.9467227112526,0,0,107937,3,20,0,0.0,0,0,2
267842,0,0,0.0,12,0,5.007598256219135,62.355688272023535,33714.38528966365,68844.0357533402,202545,1,250009,65304.53409137051,209937,7,226631,56658.248377559816,104177.06509133424,1,0,0,102,85,24.60993430077887,18.88105494128331,43.01982138080568,2,0,6,0,0,0,5.007598256219135,0,0,0,0,20,0,0.0,0,0,2
227558,0,0,0.0,70,0,28.220775549542708,809.9638579979517,25284.32024636151,45322.30862343389,122114,2,226591,56647.88201464626,167792,3,216115,54028.93987481701,82378.78378221014,4,0,0,132,116,25.47928008940546,25.47928008940546,955.9900370036617,4,0,8,0,0,1,28.220775549542708,0,0,0,0,20,0,0.0,0,0,2
351907,0,0,0.0,35,0,14.053993068614671,305.8082000319069,39100.80964627271,85181.00811798219,256979,2,350947,87736.83330791417,286133,7,333367,83341.88939792455,148401.92935015928,2,0,0,132,116,16.16826184660689,16.16826184660689,324.2803272839941,4,0,8,0,0,1,14.053993068614671,0,0,0,0,20,0,0.0,0,0,2
349105,0,0,0.0,17,0,7.069624863359302,88.03248615886743,40340.1800110889,88443.52916145604,268349,1,341530,86481.54734670003,284960,8,319953,79988.54519136336,147075.05112791696,1,0,0,120,103,17.22002492779371,14.973369243613838,60.73450450488992,3,0,7,0,0,0,7.069624863359302,0,0,0,0,20,0,0.0,0,0,2
1165559,75,0,26.141882023287938,44,0,30.66201339990034,945.545948419344,144497.62262321706,240792.37571567745,685209,2,871659,173540.6370122117,686964,3,1042879,516121.3388073691,731164.2960178592,7,0,0,153,82,5.368884328426141,3.203847304621948,13711.091047500122,4,0,7,0,0,0,30.66201339990034,0,0,3500,2,20,0,0.0,0,0,2
506523,367,0,151.67536224258052,1235,0,853.6927814739818,23391.587778856792,29158.711013798074,53038.72734637943,163314,2,447517,70634.49571148316,215632,5,414218,44414.2986658767,104402.7979793869,2,0,0,182,251,14.77960509448623,22.801310935268425,361540.8980300278,4,0,17,0,0,1,853.6927814739818,0,0,97316,3,20,0,0.0,0,0,2
881936,234,0,94.25712710419248,672,0,465.00316093231794,12810.271333309822,92083.66174309948,153591.93240178187,441677,2,687432,125486.296491727,468296,3,766904,302794.4956367251,447462.044059924,5,0,0,170,168,9.732957744313996,12.743490362806106,197619.8701067948,4,0,12,0,0,0,465.00316093231794,0,0,53089,2,20,0,0.0,0,0,2
1042055,144,0,55.80288948156331,317,0,219.7972943651677,6112.079632818918,121673.79100172954,202820.6559277461,579162,2,791437,152615.2164123498,591744,3,922705,423227.4634521637,607625.217486189,6,0,0,160,119,7.269234448041272,7.35791624413765,93794.77364808276,4,0,9,0,0,0,219.7972943651677,0,0,25094,2,20,0,0.0,0,0,2
197768,0,0,0.0,79,0,31.61474571416166,930.745641989069,21974.270637976413,35773.26408441253,89804,2,196799,49199.82715245774,139441,2,188025,47006.36602981426,66561.45994501698,5,0,0,132,116,27.709943132395235,27.709943132395235,1107.330252071904,4,0,8,0,0,1,31.61474571416166,0,0,0,0,20,0,0.0,0,0,2
183092,20,0,8.39303662706854,152,0,80.7233565461994,2302.399945717225,18842.81084506119,26547.92875207136,59424,2,178909,42445.17046544539,113431,2,170593,39375.804423078094,51791.7656948026,5,0,0,134,123,29.37266094060817,29.816546288484098,21213.46452891419,4,0,8,0,0,1,80.7233565461994,0,0,5385,0,20,0,0.0,0,0,2
183392,0,0,0.0,83,0,33.252562252825,989.0308931241876,20376.951354229,31165.21442107733,74212,2,182422,45605.64486961678,125760,2,174470,43617.50666174099,58928.54824531811,5,0,0,132,116,28.78638654432603,28.78638654432603,1180.361980455251,4,0,8,0,0,1,33.252562252825,0,0,0,0,20,0,0.0,0,0,2
454350,348,0,143.96295776651738,1186,0,816.0469505201762,22397.371127929266,24740.862910975386,40469.80296826295,120019,2,398294,60425.84169574652,177047,4,368325,35948.28004689881,83113.30081593571,2,0,0,180,244,18.168115439397653,25.781932753543824,343398.8223874028,4,0,16,0,0,1,816.0469505201762,0,0,92368,3,20,0,0.0,0,0,2
912872,41,0,13.91312325258776,7,0,2.9217077184375864,106.7933434192121,112169.35474142963,196215.0264016613,566195,2,716288,150224.24367413754,574041,5,825077,379481.6744349645,550693.2933593113,5,0,0,145,89,7.631702825956683,5.981430674977789,500.0013991750649,4,0,7,0,0,0,2.9217077184375864,0,0,0,1,20,0,0.0,0,0,2
448785,165,0,68.2627858992386,567,0,388.8312006299685,10585.10600273636,37658.76577539064,79463.40142004675,244425,2,421703,86863.27175799408,280377,7,395489,72255.88529183259,143090.6927928377,2,0,0,154,176,13.4996764895409,17.109913381411403,162754.2397517952,4,0,12,0,0,1,388.8312006299685,0,0,43798,1,20,0,0.0,0,0,2
