Flow Duration,Total Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Min,Bwd Packet Length Std,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Min,Bwd PSH Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ECE Flag Count,Down/Up Ratio,Fwd Segment Size Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Idle Std,Idle Min,Label
299196,5,100,0,0.0,0.0,0,27.46728682372203,519.518998840399,33244.0212918654,68284.96743321957,199810,2,298233,74558.27523756109,112486.27925472228,235968,5,70916.17571400068,3,0,0,132,116,20.11518798925259,20.11518798925259,9.117850052130787,592.0610901220527,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
78939,3,15,0,0.0,0.0,0,4.248419557693707,93.28399348232956,17699.016130962595,21638.251127946703,43880,1,39879,16296.489363415894,22515.15720739733,34952,5,3490.286989111288,1,0,0,66,46,41.45532332272312,28.520253365936885,1.410275894252674,111.6938508248118,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
110125,3,72,0,0.0,0.0,0,19.938506590338218,437.7965720104589,17976.985886391976,23083.26602939595,48090,1,84663,25233.893782738734,33222.76130321322,61562,4,16376.777082088414,3,0,0,89,71,37.38957552866573,29.07218455890593,6.618648377331311,524.1969514846398,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
318828,4,31,0,0.0,0.0,0,8.628480211082113,78.46577507735155,37871.52858248587,81141.11195173104,243832,1,307431,78591.37473732751,123930.4043831512,257008,8,71296.09802379704,1,0,0,114,97,19.97337167303403,16.429302348346113,2.8642504529629926,54.13433356085053,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
329411,5,83,0,0.0,0.0,0,22.753568711273317,397.0132720323864,36601.3159073814,77970.30741512388,232581,2,328450,82112.63769229566,126122.69713511676,264724,6,78038.98417498742,3,0,0,132,116,17.8526862417595,17.8526862417595,7.553116876283754,438.56076557328265,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
399333,5,43,0,0.0,0.0,0,11.845561033102612,113.52296209794326,44370.42610241282,100383.13745035548,308417,2,398376,99594.17597993878,157678.71032760182,331268,8,94521.86404372456,2,0,0,132,116,12.617034502561925,12.617034502561925,3.932170292449703,83.3459057033831,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
162488,3,11,0,0.0,0.0,0,3.196352003578665,29.06702353662716,25124.37885431702,43434.28770291556,117233,1,131357,37849.611656711735,58258.34815856336,112674,6,26411.703141094837,1,0,0,80,61,34.19057658438349,23.94717103777963,1.0610388446299972,20.05363416345137,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
118223,3,87,0,0.0,0.0,0,24.012517501517998,527.2510155098532,18049.16214738028,23458.471499134463,49183,1,96291,27554.536303471185,36003.0451746912,68471,4,19722.819786400312,3,0,0,95,77,36.33388343208064,29.21549630075275,7.971028786783666,631.3054799132664,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
407438,7,8862,0,120.51690812412409,134.40042650640834,0,441.7594943898108,18922.05973185655,23720.82822799728,38062.09371207602,109539,2,360352,57316.1864954934,73597.86880736699,166045,4,36541.05096539593,3,0,0,172,223,20.105878092306607,26.47969630192547,449.3062080619817,287678.6904369515,1,4,0,0,0,1,120.51690812412409,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
124087,4,98,0,0.0,0.0,0,26.96269778620392,592.0291276315611,18101.42832605096,23730.17518468212,49975,1,104712,29235.02120194833,38016.37769693752,73475,3,22145.844523739448,3,0,0,100,82,35.56940781383981,29.319274980922764,8.950350175053204,708.8677338642138,1,2,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
84199,3,25,0,0.0,0.0,0,6.894944383182377,151.39463938702193,17745.902668745865,21881.98896075348,44590,1,47433,17804.005709371013,24321.26191555616,39440,5,5663.915208860533,1,0,0,70,50,40.76953347026651,28.61335033863787,2.28879792208979,181.27279542951143,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
296995,4,28,0,0.0,0.0,0,7.869891636776424,71.56731335621676,36091.40820068124,75875.41037845204,226152,1,282843,72901.84849836037,114759.4000179893,236852,8,65028.05945364497,1,0,0,109,91,21.958783061044905,17.479161459376883,2.6124346505952745,49.375014896113846,1,2,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
373880,5,57,0,0.0,0.0,0,15.816277668933736,216.7186805980599,41542.32623237406,92224.452592162,280811,2,372922,93230.57256612965,146191.73761537505,307045,8,88521.79077349961,2,0,0,132,116,14.522908615747037,14.522908615747037,5.250261850696287,212.6506875658365,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
500634,7,10468,0,143.16887827734342,159.661898089031,0,508.2634173720065,22085.572107655607,30025.55367353683,55733.537603396624,171586,2,444885,72289.51980097813,99166.89385337736,222235,5,47253.60684436528,2,0,0,179,243,14.649076909985611,22.22089747540364,528.2699129627897,341268.4691556758,1,4,0,0,0,1,143.16887827734342,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
359612,4,36,0,0.0,0.0,0,10.045551288972,91.35235275339669,41196.85827193772,90977.63422089722,276857,1,353363,89219.61691394517,141062.1744641435,294660,8,83005.0222993708,1,0,0,122,106,16.264550909106106,14.46812730235684,3.334651540690334,63.02491411887264,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
504462,7,12357,0,169.0077312164354,188.4773805761326,0,600.111083694464,26109.654771020403,25830.451047821018,43041.68751914446,131213,2,438822,63747.53601890796,82082.97750221116,188800,4,35315.08965500367,2,0,0,188,266,16.098221901593853,25.03659056339373,623.6499993770851,402918.3620362213,1,4,0,0,0,1,169.0077312164354,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
364656,4,37,0,0.0,0.0,0,10.220823282169132,92.94624327167143,41608.15532809929,92194.27528509282,280942,1,359045,90534.18272475226,143181.13626919404,299317,8,84453.25346292686,1,0,0,123,107,15.805821338058388,14.225557212061252,3.3928336160530184,64.12455534322433,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
927572,5,13,0,14.313092702601384,22.173747873009525,0,3.7850637747635214,106.85643702820668,114111.38297056429,198949.68372927557,573537,2,725364,151663.91808587988,256284.45717161725,580960,4,387658.67955755326,6,0,0,145,89,7.493124490952802,5.795410911286999,9.844319144420176,512.3007248966546,1,4,0,0,0,0,14.313092702601384,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
440676,5,4159,0,56.54712710617845,63.0613423384131,0,207.70697411615157,8786.37999035434,38852.63540122786,83174.86171460245,255818,2,418077,89142.6738712593,135169.44889262132,289471,7,76166.3571111479,2,0,0,150,166,13.319904955410436,16.310531864622078,210.9598389919172,134833.7898257054,1,4,0,0,0,1,56.54712710617845,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
286760,5,107,0,0.0,0.0,0,29.407259913253103,569.9373326591624,31862.29649365825,64298.87864309187,186323,2,285796,71449.20941709017,106874.08881514105,224134,5,67984.71982152684,3,0,0,132,116,21.0463409348566,21.0463409348566,9.761830065577714,655.2355294404455,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
180250,5,168,0,0.0,0.0,0,46.02306848178815,1001.7687779497588,20027.867003217616,30158.153376663133,70804,2,179280,44820.15833452744,58805.85400432462,122770,2,42876.89219273056,5,0,0,132,116,29.021636662244077,29.021636662244077,15.277498650435858,1196.3226176086,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
390295,5,48,0,0.0,0.0,0,13.255626104577894,150.16941449641624,43366.122544359816,97485.85778957584,298614,2,389337,97334.35848967484,153599.50234475607,322666,8,92391.1419296632,2,0,0,132,116,13.293840924198896,13.293840924198896,4.400245715036716,129.2641046586234,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
249156,5,128,0,0.0,0.0,0,35.27362007761727,722.3992954895336,27684.04507457499,52245.18953976728,145538,2,248190,62047.58422134821,89903.16761667073,188346,4,59120.17620285427,4,0,0,132,116,23.862090584426287,23.862090584426287,11.709186303619608,846.2711763900851,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
217883,5,2034,0,25.78118503417039,28.751171253617144,0,132.39060026604102,4879.773585946212,19599.292841753064,28333.543237508304,67196,2,207048,44751.36476860639,57020.65158478756,121590,2,38936.19140257142,5,0,0,140,138,27.935570040416728,29.2990682349365,108.69361204483585,62536.84046623681,1,4,0,0,0,1,25.78118503417039,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
875056,5,16,0,12.884171146030225,19.960072115850583,0,4.555487398086013,106.63103026783752,107173.33807742142,189179.91055002363,547307,2,692940,146520.57075944665,246539.50547168645,556241,5,358445.7011976762,5,0,0,144,91,7.988206228205584,6.459980793504228,9.242710693507616,468.3604398217044,1,4,0,0,0,0,12.884171146030225,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
1029433,5,8,0,17.08465284859309,26.46743038936269,0,2.2907372317061463,107.29363974993991,127568.5308654274,217899.29916090812,624411,2,788255,161640.0405688676,275185.9284468862,628904,4,444320.6608927908,6,0,0,148,83,6.532855674468042,4.506400054596247,11.011208956091952,597.528036611006,1,4,0,0,0,0,17.08465284859309,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
111191,3,74,0,0.0,0.0,0,20.474903276076446,449.5744165140067,17986.488832757896,23132.66672439318,48234,1,86194,25539.436645544574,33588.82194629588,62472,4,16817.3272563666,3,0,0,90,72,37.25057989165986,29.09105341935573,6.7967069013025885,538.299186583165,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
449505,6,5088,0,69.30306214312756,77.28675797626103,0,251.96697132554075,10744.8214718361,37552.7577196768,79133.84727010425,243414,2,422025,86660.8752977878,129867.70600431018,279569,7,71908.66017987895,2,0,0,155,177,13.515639062332298,17.18089339341145,257.6869789471453,165233.39873805785,1,4,0,0,0,1,69.30306214312756,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
78598,3,14,0,0.0,0.0,0,4.076903992103532,89.5179678614237,17695.977515579503,21622.455004726187,43834,1,39389,16198.790480630923,22398.10745688999,34661,5,3349.418832537609,1,0,0,66,46,41.49976788386506,28.51421995193912,1.353340776532745,107.18458950139348,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
682990,7,10005,0,142.03643735650874,160.60313792022512,0,483.9738787872486,21132.760587365767,55317.98769363525,92425.34582802028,270852,2,558207,91778.66992484622,136384.35979384574,314911,4,153156.78365475917,3,0,0,182,228,12.79412881481266,19.43505500199897,507.6555970374923,326622.3364762814,1,4,0,0,0,0,142.03643735650874,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
344287,6,6587,0,88.95547885501486,99.20312829368548,0,338.69251868647814,14243.839029936971,22347.72900702482,34821.00420877978,95433,2,309278,53130.186544497454,68075.12984698232,151235,3,37338.99764307864,4,0,0,161,195,22.71435840531957,27.41897670159633,335.83031948766586,212672.15286484687,1,4,0,0,0,1,88.95547885501486,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
533627,7,12979,0,177.90770394477013,198.51029944337145,0,627.8041155301208,27381.03476992805,27715.427335168817,46503.31552464218,142601,2,461188,66471.99947998511,86523.48265656456,199755,4,40813.29795317655,2,0,0,191,273,15.092363824113736,24.458880122066155,654.7197275517054,423473.5014940674,1,4,0,0,0,0,177.90770394477013,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
878672,6,6110,0,95.04104891117844,110.9404984297336,0,295.54011302423385,12946.819575220548,91480.44220134152,152588.3636850957,438874,2,685312,124933.250761515,201707.7094315255,465779,3,300339.36882659164,5,0,0,170,169,9.783182805002522,12.853279797099274,314.98506718918503,199736.43156421167,1,4,0,0,0,0,95.04104891117844,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
179998,5,168,0,0.0,0.0,0,46.06240742625665,1002.7911653452302,19999.84826656568,30077.32311854897,70531,2,179028,44757.11242511743,58692.04951433416,122530,2,42817.44787301902,5,0,0,132,116,29.04051866334835,29.04051866334835,15.29055733363333,1197.603674430257,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
339838,5,77,0,0.0,0.0,0,21.126962384186776,354.73908728553255,37759.84862682205,81312.51730521966,243890,2,338877,84719.4914482562,130828.34203663652,274647,7,80496.91760097409,3,0,0,132,116,17.071943827868147,17.071943827868147,7.013159920157502,385.59098817792665,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
298955,5,100,0,0.0,0.0,0,27.504831500200147,520.4947546599032,33217.28050313465,68207.82388166929,199549,2,297992,74498.10488210167,112377.66544171388,235739,5,70859.44267801852,3,0,0,132,116,20.13320877329491,20.13320877329491,9.130313122569094,593.2837173320358,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
151267,4,148,0,0.0,0.0,0,40.63694368133187,892.2791965417399,18343.684903674883,24989.536528148845,53643,1,143742,37024.1600027562,47348.28331665971,96666,2,33376.695817927546,5,0,0,120,104,32.02602179132491,29.800294801536086,13.489558013662078,1068.3729946820367,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
389200,5,49,0,0.0,0.0,0,13.426397838371884,154.60763393755053,43244.49222861507,97134.97081211192,297427,2,388242,97060.67399193278,153105.47307346296,321624,8,92133.0920587656,2,0,0,132,116,13.375808351379348,13.375808351379348,4.456933915516645,134.82521712563857,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
679748,7,10070,0,142.81497956185507,161.42586674854886,0,487.0955391120592,21268.371777724245,54718.90769845835,91428.66402258686,268068,2,556101,91229.41942738646,135302.19010933107,312412,4,150718.50495893462,3,0,0,182,229,12.84400920997916,19.544091014948982,510.8474450927082,328724.3731974487,1,4,0,0,0,0,142.81497956185507,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
492575,7,9620,0,131.52537572310786,146.677066884218,0,467.86329075916063,20297.92437145268,31212.0703076756,59422.13917356197,182908,2,441281,74554.88317462424,104006.2769862594,231272,6,51139.99423586518,2,0,0,175,233,14.470412581005084,21.426439315009056,485.6178006836928,313519.98008031945,1,4,0,0,0,1,131.52537572310786,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
262556,5,121,0,0.0,0.0,0,33.18317070395182,668.0702045750998,29172.944974567075,56540.46397406959,160071,2,261591,65397.80837247757,95950.67417881056,201099,4,62279.01390396439,4,0,0,132,116,22.85871167034292,22.85871167034292,11.015255226416576,778.1965377172767,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
266481,5,3784,0,50.06951400955444,55.83750979507309,0,211.7065460375649,8479.932579344091,20655.971400587023,30827.747394852056,78052,2,246352,47972.73167926913,61270.71578724371,132988,2,38322.12569448445,4,0,0,148,160,25.92819491719058,28.576238126299284,196.01981292651072,120258.67062552088,1,4,0,0,0,1,50.06951400955444,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
187418,5,936,0,10.555112529003054,11.771058914489204,0,82.66835126500416,2622.8755540082384,18936.87327522925,26769.955500332355,60390,2,182408,42731.92711205916,54356.335494380575,114446,2,39321.14209241694,5,0,0,135,125,29.193970286983188,29.75220206947005,53.94982676538086,26351.692775469448,1,4,0,0,0,1,10.555112529003054,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
154959,4,155,0,0.0,0.0,0,42.494458004483,933.0652704360584,18376.593121522157,25160.6086114983,54142,1,149043,38082.23932928548,48615.93262499229,99817,2,34902.29856780698,5,0,0,123,107,31.54468700037896,29.86563670143765,14.10616558680657,1117.2083144750804,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
241044,4,21,0,0.0,0.0,0,5.925830479083336,53.888387078998015,31529.432173753063,62380.81496355996,180845,1,219829,58321.102964491416,91256.5501633586,185197,7,48964.7403741193,1,0,0,97,79,27.046865444840577,20.169671688420564,1.967097590615872,37.17814446253694,1,2,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
429572,5,2991,0,40.50619159220509,45.172494970877125,0,152.04882290826794,6323.586520385947,40487.26696727266,88256.54737131571,271416,2,413113,92263.60312971132,141836.53488331687,301922,8,81520.52689287663,2,0,0,145,152,13.073763988250912,15.216028551716152,152.199188627748,96605.45416857384,1,4,0,0,0,1,40.50619159220509,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
269298,5,117,0,0.0,0.0,0,32.131430979455374,640.7363385507347,29922.03518949762,58701.48772670351,167383,2,268333,67083.36166551516,98993.27495435716,207515,5,63868.27750218738,4,0,0,132,116,22.35389510986664,22.35389510986664,10.66612700109279,743.9470588134202,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
752236,5,23,0,9.542317010870825,14.782893950300732,0,6.3572961534965415,106.1038659103762,90947.16113338532,166331.1007266227,485964,2,617108,134491.69733923805,223748.74625500257,498432,6,290124.58721956564,4,0,0,140,98,9.146066114405514,8.014226790267898,7.835714151126839,365.5962099012268,1,4,0,0,0,0,9.542317010870825,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
374543,5,57,0,0.0,0.0,0,15.71290655424119,214.0321488126905,41615.951187977706,92436.85061135232,281530,2,373584,93396.2385752351,146490.78216642427,307675,8,88677.99286976183,2,0,0,132,116,14.47329229969824,14.47329229969824,5.2159474923224725,209.2844490094052,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
82579,3,22,0,0.0,0.0,0,6.079782776818712,133.49585868929967,17731.46104889475,21806.91476480836,44372,1,45106,17339.672469662462,23764.95985445915,38058,5,4994.411467885412,1,0,0,69,49,40.980765026597446,28.584675346783023,2.018202528258433,159.8416402380679,1,0,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
335505,6,6271,0,84.56633269971327,94.30835357324594,0,324.35932685636016,13593.253968265522,22156.77652780749,34370.27634689856,93471,2,302176,52548.05303481546,67307.10035541454,149175,3,37449.96551346956,4,0,0,160,191,23.077111347824815,27.54959939677954,320.0495937224082,202241.23564623704,1,4,0,0,0,1,84.56633269971327,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
1008233,6,3530,0,63.92548308132051,78.05895027211987,0,170.7784409297942,7526.92211572742,115423.54111013634,192422.19429237864,550121,2,769468,146884.84168803325,244958.1868319313,565668,3,397788.7052279781,6,0,0,162,129,7.789640632510814,8.495497758471766,187.41824088360707,115725.49224054898,1,4,0,0,0,0,63.92548308132051,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
1169088,5,0,0,20.88454607758013,32.3541996679967,0,0.2419701064206366,107.89305797451335,146018.68979166288,243879.79807763064,694163,2,874481,175317.60781541432,301100.42026141897,694637,3,522005.9601016656,7,0,0,151,76,5.216297930251312,2.739126977909203,12.611050366987604,714.3772722938386,1,4,0,0,0,0,20.88454607758013,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
336336,5,79,0,0.0,0.0,0,21.673257454567384,368.93685496108935,37370.75588633168,80190.0374791348,240092,2,335375,83843.98067938123,129247.95311901424,271315,7,79671.4216640775,3,0,0,132,116,17.334155848590978,17.334155848590978,7.194504243265989,403.3808662746578,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
405577,5,467,0,5.839465755057152,6.51217078387814,0,31.76370195348101,1001.142206428055,44019.93651110691,99238.78735964977,305126,2,402385,99008.37177899874,156245.0487739685,328830,8,93091.643536731,2,0,0,133,121,12.54181861521599,12.85065240246927,25.209129075879616,13988.624851991117,1,4,0,0,0,1,5.839465755057152,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
792921,7,7817,0,115.63510624355158,132.70338365694963,0,378.1145081692556,16534.017045024506,75633.5328332578,126224.0611434,365244,2,629613,110404.43503791605,173082.07504303678,399667,4,235841.8362467372,4,0,0,175,195,11.10262279266947,15.73750866300547,399.4160734903791,255339.6659851596,1,4,0,0,0,0,115.63510624355158,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
468622,6,7100,0,96.92008449438477,108.08525455753032,0,347.7913329781878,14984.912222615516,34738.47943421116,70384.91699473087,216559,2,430572,81287.69908794141,118389.25684139197,258133,6,62690.60513529499,2,0,0,164,202,13.939409894506218,19.06525496507397,358.8527864568159,231049.56010686903,1,4,0,0,0,1,96.92008449438477,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
405415,5,450,0,5.6055593686396605,6.251318438871863,0,30.95210358925999,965.230141290016,44043.77245025176,99312.88769674268,305354,2,402312,99053.88067618702,156342.26716816128,329011,8,93169.71719426918,2,0,0,133,120,12.538229426535102,12.834692528145183,24.35229055930722,13431.185303373437,1,4,0,0,0,1,5.6055593686396605,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
230788,3,20,0,0.0,0.0,0,5.56950364144101,50.648017881586334,30693.267897417038,59907.391485896784,172541,1,208279,55648.59910524235,86948.71440873617,175730,7,46020.49571031502,1,0,0,94,76,27.9794597196179,20.662815125686244,1.8488138046938656,34.94258090861722,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
1135715,5,2,0,19.97650268748566,30.947464896688476,0,0.7315547694229384,107.74981769803033,141609.73831603772,237671.3551317284,677494,2,853876,172049.14110270352,294907.7507357764,678929,3,503441.8536378284,7,0,0,150,78,5.530909811499452,3.1614442744942366,12.228743462340583,686.4543361202684,1,4,0,0,0,0,19.97650268748566,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
113445,3,78,0,0.0,0.0,0,21.60845392913391,474.4641738215703,18006.571117651638,23237.063696940724,48538,1,89429,26185.13099988969,34362.406668307915,64394,4,17748.328418445602,3,0,0,92,74,36.95684467798439,29.130928403027344,7.172992515096613,568.1010071956517,1,1,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
526123,5,35,0,3.3899483596601563,5.251685417782902,0,9.674434261242196,105.13335393238224,61074.69563311501,124266.33799625868,373031,2,477501,112346.48670264547,181790.85495543864,392004,8,164345.10587345087,2,0,0,135,109,11.277691427253291,10.875600734197496,5.245427121949725,176.40679556480643,1,4,0,0,0,0,3.3899483596601563,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
167040,5,175,0,0.0,0.0,0,48.083961949229085,1055.3297347316188,18560.017976964074,25923.607860261454,56476,2,166069,41517.30146819782,52843.85036758179,110198,2,39762.71585106239,5,0,0,132,116,30.010829261429848,30.010829261429848,15.96161855397333,1263.434780144829,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
371180,6,7556,0,102.3958145293892,114.19178735524018,0,382.5832670611469,16236.044644469996,22932.459004096105,36201.21200936974,101440,2,331028,54912.78149590435,70426.97091338692,157542,3,36999.19455282999,3,0,0,166,207,21.60354524448451,27.01898708907606,384.1536707650256,244613.45166174104,1,4,0,0,0,1,102.3958145293892,0,0,0,16383,16383,2,0.0,0.0,0,0.0,0,2
326189,5,84,0,0.0,0.0,0,23.256308418290686,410.07907099069865,36243.2450021828,76937.32137974622,229086,2,325227,81306.93020691033,124668.31047761795,261657,6,77279.30390701376,3,0,0,132,116,18.09399245450417,18.09399245450417,7.7200028630185535,454.9322808717719,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
188257,5,163,0,0.0,0.0,0,44.774002700081205,969.3065670647004,20917.50056282213,32724.62563210956,79488,2,187287,46821.95297301056,62419.30363222552,130390,2,44764.33138744504,5,0,0,132,116,28.422107066619247,28.422107066619247,14.862867435580103,1155.647295431734,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
502161,7,10628,0,145.37422729856718,162.1213027788916,0,515.9154429775273,22424.16328045472,29800.82032671313,55034.89440522173,169442,2,445567,71860.44642932595,98250.28574463038,220523,5,46517.50182871232,2,0,0,180,245,14.68291700245001,22.37137260247716,536.3484781221725,346524.19894469145,1,4,0,0,0,1,145.37422729856718,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
779629,7,8081,0,118.8275306218509,136.07699596753992,0,390.9149247083462,17090.092832692335,73176.996028932,122137.15195437572,353830,2,620978,108152.2248612004,168644.62148101136,389418,4,225843.63666785136,4,0,0,176,199,11.30715812605953,16.184612523867283,412.5042959057149,263959.10013613134,1,4,0,0,0,0,118.8275306218509,0,0,0,16383,16383,3,0.0,0.0,0,0.0,0,2
127429,4,104,0,0.0,0.0,0,28.644318161621488,628.9530382787859,18131.22035993244,23885.047907567805,50426,1,109511,30192.907626899992,39163.98925460226,76327,3,23526.983089948822,3,0,0,102,85,35.133652147375315,29.37842944819845,9.508569213104836,753.0786816779031,1,2,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
162363,4,168,0,0.0,0.0,0,46.21943211585874,1014.8557941846248,18442.585753721425,25503.668728835542,55141,1,159676,40204.06312896275,51158.01846357241,106134,2,37961.67241850443,5,0,0,129,112,30.579440265626197,29.99667035350044,15.342682160711115,1215.1404271283204,1,3,0,0,0,0,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
319840,5,88,0,0.0,0.0,0,24.246761708710096,435.8201520900912,35537.805385404834,74902.2236872106,222200,2,318878,79719.59660489616,121803.00656317694,255615,6,75782.64905644472,3,0,0,132,116,18.569392605070256,18.569392605070256,8.048786868696189,487.1859918283646,2,4,0,0,0,1,0.0,0,0,0,16383,16383,0,0.0,0.0,0,0.0,0,2
434534,5,3513,0,47.67482691985576,53.16695533749101,0,176.9222468225398,7424.199901578303,39756.75610761401,85985.56066415034,264445,2,415332,90868.87127521636,138857.0385737811,296357,7,79127.7680282764,2,0,0,147,158,13.1837634849277,15.705158073388583,178.45910805136103,113689.55735384495,1,4,0,0,0,1,47.67482691985576,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
440591,5,4151,0,56.42511507865824,62.92527455512132,0,207.2836220073556,8767.647265921118,38865.06888501364,83213.51449577321,255936,2,418040,89166.412568185,135220.16069048794,289565,7,76207.08248593587,2,0,0,150,166,13.31803273552446,16.302206753644672,210.51288837092045,134543.01397050754,1,4,0,0,0,1,56.42511507865824,0,0,0,16383,16383,1,0.0,0.0,0,0.0,0,2
