TotalLengthofFwdPacket,TotalLengthofBwdPacket,FwdPacketLengthMin,BwdPacketLengthMin,BwdPacketLengthMean,BwdPacketLengthStd,FlowBytess,FlowIATMax,FwdIATMin,BwdIATTotal,BwdIATMax,BwdIATMin,FwdURGFlags,FwdPacketss,BwdPacketss,PacketLengthMean,PacketLengthVariance,SYNFlagCount,RSTFlagCount,ECEFlagCount,DownUpRatio,FwdPacketBulkAvg,FwdBulkRateAvg,BwdBytesBulkAvg,BwdBulkRateAvg,SubflowBwdPackets,SubflowBwdBytes,BwdInitWinBytes,FwdActDataPkts,ActiveStd,ActiveMax,IdleMean,IdleStd,IdleMin,Label
948,9224,0,0,614.9333333,676.0667197,10067.23033,999467,4,1009944,1000719,2,0,11.87640228,14.84550285,363.2857143,318535.9153,4,0,0,1,0,0,10172,10087,0,0,8688,4,0,0,0,0,0,0
104,3328,0,0,158.4761905,433.5428029,1018.194591,686780,1,3223450,823235,1,0,5.043504678,6.230211661,88,104885.1579,4,0,0,1,0,0,3432,1524,0,0,16383,12,0,0,0,0,0,1
3128,1512,0,0,100.8,74.74451724,1100308.276,889,2,3737,1267,2,0,3794.166469,3557.031065,145,42073.80645,4,0,0,0,0,0,4640,1490523,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,351,0,3,3,3,0,2824.858757,5649.717514,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
700,700,0,0,46.66666667,96.39551462,4249.880852,81397,3,328933,121146,3,0,42.49880852,45.5344377,46.66666667,8971.678161,4,0,0,1,0,0,1400,5666,0,0,10136,6,0,0,0,0,0,0
0,0,0,0,0,0,0,373,0,3,3,3,0,2659.574468,5319.148936,0,0,0,0,0,2,0,0,0,0,0,0,7240,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,10032.53769,999598,3,1013224,1000732,2,0,9.862895884,14.79434383,391.2307692,332648.5046,4,0,0,1,0,0,10172,10051,0,0,8688,4,0,0,0,0,0,0
208,170,0,0,18.88888889,17.47458472,676.4313771,73572,4,504392,165082,4,0,19.68451097,16.10550898,18,341.1,4,0,0,0,0,0,378,1083,0,0,16383,6,0,0,0,0,0,1
514,384,0,0,76.8,105.162731,1074.266765,208163,3,691567,461633,1,0,9.570305257,5.981440786,64.14285714,6343.516484,4,0,0,0,0,0,898,4482,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,112,0,3,3,3,0,8695.652174,17391.30435,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
454,30034,0,0,639.0212766,634.7516628,1395842.872,1845,1,21283,2569,1,0,2197.600952,2151.817599,317.5833333,295427.3193,4,0,0,0,0,0,30488,1593477,0,0,14480,12,0,0,0,0,0,0
454,11016,0,0,333.8181818,555.6824326,377650.4675,5378,1,29843,5942,1,0,1053.602002,1086.527064,173.7878788,178260.2312,4,0,0,1,0,0,11470,474790,0,0,14480,12,0,0,0,0,0,0
34608,1188,0,0,30.46153846,65.51570569,502167.4172,18885,1,70809,28039,1,0,701.4295133,547.1150204,397.7333333,396480.9618,4,0,0,0,0,0,35796,513808,0,0,30408,34,0,0,0,0,0,0
340,1266,0,0,253.2,346.7083789,5828.427921,79351,5,257080,191895,2,0,25.40410676,18.14579054,123.5384615,55064.60256,4,0,0,0,0,0,1606,27970,0,0,16383,2,0,0,0,0,0,1
456,200,114,48,50,2.309401077,132258.0645,2278,4,3407,3391,8,0,806.4516129,806.4516129,85.55555556,1139.777778,0,0,0,1,0,0,656,132258,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,45806,8,9,9,9,0,40.61793417,27.07862278,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
2696,4986,0,0,87.47368421,199.3160721,12850.70962,94652,1,597190,95337,1,0,98.697197,95.3515293,65.65811966,26761.52004,4,0,0,0,0,0,7682,12899,0,0,24616,26,0,0,0,0,0,0
0,0,0,0,0,0,0,315,0,3,3,3,0,3144.654088,6289.308176,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,348,0,5,5,5,0,2832.86119,5665.72238,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,9167.688854,1087614,4,1109085,1088870,1,0,9.012670914,13.51900637,391.2307692,332648.5046,4,0,0,1,0,0,5086,495832,15,9224,8688,4,0,0,0,0,0,0
0,0,0,0,0,0,0,308,0,2,2,2,0,3225.806452,6451.612903,0,0,0,0,0,2,0,0,0,0,0,0,34752,0,0,0,0,0,0,0
48,0,24,0,0,0,24000000,2,2,0,0,0,0,1000000,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34508,1188,0,0,30.46153846,65.51570569,451556.59,17992,1,78512,29476,1,0,632.5030676,493.3523928,396.6222222,394591.4737,4,0,0,0,0,0,35696,461468,0,0,30408,34,0,0,0,0,0,0
1466,8868,0,0,72.09756098,204.6712444,9145.375541,114030,1,1129439,115156,1,0,106.1975097,108.8524474,42.35245902,22294.20448,4,0,0,1,0,0,10334,9172,0,0,47784,58,0,0,0,0,0,0
2092,174,0,0,19.33333333,15.0249792,3475.721335,170661,10,619558,242988,4,0,13.80471845,13.80471845,119.2631579,103405.0936,4,0,0,1,0,0,2266,8740,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,11635,9,7,7,7,0,184.3657817,122.9105211,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
2696,4986,0,0,87.47368421,199.3160721,703737.6328,894,1,10316,1152,0,0,5404.910224,5221.692928,65.65811966,26761.52004,4,0,0,0,0,0,7682,877341,0,0,24616,26,0,0,0,0,0,0
486,85064,0,0,955.7752809,556.9596801,2062439.73,1883,0,40907,2087,1,0,2121.504339,2145.612343,480.6179775,381398.0679,4,0,0,1,0,0,85550,2130918,0,0,14480,12,0,0,0,0,0,0
470,41110,0,0,747.4545455,625.4165669,308958.9169,24206,1,134056,24206,1,0,401.2453467,408.6758161,378,331701.3578,4,0,0,1,0,0,41580,324516,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,346,0,5,5,5,0,2849.002849,5698.005698,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
408,192,88,24,48,27.71281292,348229.8317,1073,3,645,635,2,0,2321.532211,2321.532211,76.44444444,1133.777778,0,0,0,1,0,0,600,348229,0,0,0,3,0,0,0,0,0,0
3568,1512,0,0,88.94117647,77.51811932,113562.6942,38580,3,44183,38580,2,0,357.677777,380.0326381,149.4117647,63204.7344,4,0,0,1,0,0,5080,116967,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,354,0,2,2,2,0,2808.988764,5617.977528,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
108,0,0,0,0,0,144.0086405,303678,3,729453,425762,6,0,8.000480029,6.667066691,9,441.8181818,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
456,200,114,48,50,2.309401077,148181.6128,2059,3,2946,2939,2,0,903.5464197,903.5464197,85.55555556,1139.777778,0,0,0,1,0,0,656,148181,0,0,0,3,0,0,0,0,0,0
112,0,56,0,0,0,37333333.33,3,3,0,0,0,0,666666.6667,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2696,4986,0,0,87.47368421,199.3160721,258557.4366,18697,0,29074,19645,0,0,1985.796506,1918.481371,65.65811966,26761.52004,4,0,0,0,0,0,7682,279579,0,0,24616,26,0,0,0,0,0,0
1278,525432,0,0,1207.889655,504.7649238,122308.0605,3098980,1,4305902,3103378,0,0,54.80188769,101.011954,783.7946429,495650.9891,4,0,0,1,0,0,263355,462735,435,525432,34752,40,0,0,0,0,0,0
470,35718,0,0,700.3529412,627.6838001,1231177.491,5783,1,28896,6055,1,0,1701.085292,1735.106998,354.7843137,315827.458,4,0,0,1,0,0,36188,1285496,0,0,14480,12,0,0,0,0,0,0
90,122,45,61,61,0,201904.7619,1035,3,12,12,12,0,1904.761905,1904.761905,51.4,76.8,0,0,0,1,0,0,212,201904,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,315,0,5,5,5,0,3125,6250,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
90,122,45,61,61,0,209279.3682,1002,8,3,3,3,0,1974.333662,1974.333662,51.4,76.8,0,0,0,1,0,0,212,209279,0,0,0,1,0,0,0,0,0,0
90,122,45,61,61,0,186784.141,1114,12,9,9,9,0,1762.114537,1762.114537,51.4,76.8,0,0,0,1,0,0,212,186784,0,0,0,1,0,0,0,0,0,0
354,1674,0,0,239.1428571,408.4141805,182.3647693,8537386,3,11027880,8934991,6,0,0.809311106,0.629464194,119.2941176,76366.72059,4,0,0,0,0,0,0,0,3,837,16383,2,0,186138,8537386,0,8537386,1
700,700,0,0,46.66666667,96.39551462,79248.27352,5236,1,17191,8331,1,0,792.4827352,849.0886449,46.66666667,8971.678161,4,0,0,1,0,0,1400,121369,0,0,10136,6,0,0,0,0,0,0
0,0,0,0,0,0,0,365,0,3,3,3,0,2717.391304,5434.782609,0,0,0,0,0,2,0,0,0,0,0,0,30408,0,0,0,0,0,0,0
0,0,0,0,0,0,0,314,0,5,5,5,0,3134.796238,6269.592476,0,0,0,0,0,2,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,327,0,2,2,2,0,3039.513678,6079.027356,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,320,0,5,5,5,0,3076.923077,6153.846154,0,0,0,0,0,2,0,0,0,0,0,0,20272,0,0,0,0,0,0,0
112,0,56,0,0,0,28000000,4,4,0,0,0,0,500000,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8296,878,0,0,51.64705882,36.32482136,11535.87892,68943,2,788058,115718,1,0,28.92143179,21.37671045,223.7560976,227157.789,4,0,0,0,0,0,9174,14622,0,0,16383,18,0,0,0,0,0,1
0,0,0,0,0,0,0,306,0,2,2,2,0,3246.753247,6493.506494,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
320,0,0,0,0,0,1089.736386,125165,8,239893,239886,7,0,20.43255724,10.21627862,32,4551.111111,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,306,0,5,5,5,0,3215.434084,6430.868167,0,0,0,0,0,2,0,0,0,0,0,0,59368,0,0,0,0,0,0,0
470,55812,0,0,833.0149254,603.3535948,560700.5519,5733,1,99808,5992,1,0,657.5145948,667.4769372,420.0149254,352648.496,4,0,0,1,0,0,56282,568126,0,0,14480,12,0,0,0,0,0,0
2696,4986,0,0,87.47368421,199.3160721,724990.5625,743,1,9979,1010,0,0,5568.13892,5379.388448,65.65811966,26761.52004,4,0,0,0,0,0,7682,906430,0,0,24616,26,0,0,0,0,0,0
0,0,0,0,0,0,0,440,0,2,2,2,0,2262.443439,4524.886878,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
34748,1188,0,0,30.46153846,65.51570569,20802.32753,543654,1,1727013,543788,2,0,28.94357681,22.57598991,399.2888889,399310.8145,4,0,0,0,0,0,35936,30381,0,0,30408,34,0,0,0,0,0,0
0,0,0,0,0,0,0,337,0,3,3,3,0,2941.176471,5882.352941,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
456,208,114,52,52,0,7602.037896,56584,3,71945,71938,2,0,45.79540901,45.79540901,86.44444444,1067.777778,0,0,0,1,0,0,664,7602,0,0,0,3,0,0,0,0,0,0
454,20962,0,0,537.4871795,628.9956854,1873665.792,1265,0,10663,1548,1,0,3324.584427,3412.073491,274.5641026,265490.379,4,0,0,1,0,0,21416,2163888,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,319,0,5,5,5,0,3086.419753,6172.839506,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
1240,16372,0,0,334.122449,542.7045556,6910.137995,591457,1,2548084,592357,1,0,17.26357437,19.22534418,187.3617021,177253.9968,4,0,0,1,0,0,17612,7035,0,0,20272,20,0,0,0,0,0,0
522,0,0,0,0,0,3455.328951,62150,1,120678,120675,3,0,39.71642473,19.85821236,52.2,12110.4,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,328,0,3,3,3,0,3021.148036,6042.296073,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
74,106,37,53,53,0,176643.7684,1005,5,9,9,9,0,1962.708538,1962.708538,43.4,76.8,0,0,0,1,0,0,180,176643,0,0,0,1,0,0,0,0,0,0
396,0,198,0,0,0,56571428.57,7,7,0,0,0,0,285714.2857,0,198,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,322,0,4,4,4,0,3067.484663,6134.969325,0,0,0,0,0,2,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,310,0,5,5,5,0,3174.603175,6349.206349,0,0,0,0,0,2,0,0,0,0,0,0,20272,0,0,0,0,0,0,0
0,0,0,0,0,0,0,61150,8,31,31,31,0,47.64022105,31.76014737,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,0
470,44228,0,0,749.6271186,617.5998565,1755134.095,1828,1,24839,2083,1,0,2277.457101,2316.723603,378.7966102,327939.548,4,0,0,1,0,0,44698,1856614,0,0,14480,12,0,0,0,0,0,0
74,106,37,53,53,0,170777.9886,1046,1,7,7,7,0,1897.533207,1897.533207,43.4,76.8,0,0,0,1,0,0,180,170777,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,442,0,5,5,5,0,2237.136465,4474.272931,0,0,0,0,0,2,0,0,0,0,0,0,13032,0,0,0,0,0,0,0
0,0,0,0,0,0,0,331,0,2,2,2,0,3003.003003,6006.006006,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,390,0,2,2,2,0,2551.020408,5102.040816,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,341,0,3,3,3,0,2906.976744,5813.953488,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
1020,624,0,0,124.8,170.8894379,7708.140903,54085,7,200017,148908,5,0,32.82055129,23.44325092,126.4615385,42248.76923,4,0,0,0,0,0,1644,34225,0,0,16383,2,0,0,0,0,0,1
112,0,56,0,0,0,22400000,5,5,0,0,0,0,400000,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,324,0,4,4,4,0,3048.780488,6097.560976,0,0,0,0,0,2,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,340,0,4,4,4,0,2906.976744,5813.953488,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
470,26492,0,0,616.0930233,648.2350328,1636838.271,1763,1,15841,2060,1,0,2549.781447,2610.490529,313.5116279,300474.7469,4,0,0,1,0,0,26962,1785208,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,317,0,5,5,5,0,3105.590062,6211.180124,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
404,1630,0,0,108.6666667,271.5168152,18364.03034,28766,3,110154,28766,1,0,126.3994222,135.4279523,67.8,38716.71724,4,0,0,1,0,0,2034,21097,0,0,10136,6,0,0,0,0,0,0
0,1476,0,0,295.2,404.2192474,240586.7971,5193,3,5613,5306,2,0,651.99674,814.995925,147.6,96825.6,4,0,0,1,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
454,29766,0,0,633.3191489,636.4797926,1500496.524,1742,1,19577,2053,0,0,2284.011917,2333.66435,321.4893617,298846.6182,4,0,0,1,0,0,30220,1662266,0,0,14480,12,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,8675.287371,999404,3,1172073,1000889,4,0,10.23431463,12.79289329,363.2857143,318535.9153,4,0,0,1,0,0,10172,8683,0,0,8688,4,0,0,0,0,0,0
64,322,0,0,46,47.80167361,840.1166587,162007,2,425251,196470,2,0,19.58821225,15.23527619,22.70588235,1307.845588,4,0,0,0,0,0,386,3397,0,0,16383,4,0,0,0,0,0,1
90,122,45,61,61,0,204238.921,1022,8,8,8,8,0,1926.782274,1926.782274,51.4,76.8,0,0,0,1,0,0,212,204238,0,0,0,1,0,0,0,0,0,0
34476,1188,0,0,30.46153846,65.51570569,1270900.15,4001,1,27580,6980,2,0,1781.76894,1389.779773,396.2666667,394010.0404,4,0,0,0,0,0,35664,1346471,0,0,30408,34,0,0,0,0,0,0
34690,1188,0,0,30.46153846,65.51570569,65649.18181,92506,1,546031,92506,1,0,91.48946682,71.36178412,398.6444444,398112.3216,4,0,0,0,0,0,35878,65969,0,0,30408,34,0,0,0,0,0,0
454,11620,0,0,352.1212121,552.4955745,1615250.836,771,1,6919,1043,0,0,4280.936455,4414.715719,182.9393939,179580.7347,4,0,0,1,0,0,12074,1951195,0,0,14480,12,0,0,0,0,0,0
514,900,0,0,180,246.4751509,5339.778327,62602,6,232165,169394,1,0,26.43454618,18.8818187,108.7692308,31941.52564,4,0,0,0,0,0,1414,30588,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,45870,4,6,6,6,0,49.79583707,33.19722471,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
3048,1512,0,0,60.48,76.15177827,10278.90548,137978,3,443082,137978,1,0,54.09950251,56.35364845,91.2,29066.44898,4,0,0,1,0,0,4560,10330,0,0,14480,12,0,0,0,0,0,0
700,700,0,0,46.66666667,96.39551462,76678.71618,5136,1,17763,8780,1,0,766.7871618,821.5576733,46.66666667,8971.678161,4,0,0,1,0,0,1400,114528,0,0,10136,6,0,0,0,0,0,0
0,1438,0,0,287.6,393.8125188,570634.9206,1486,4,1981,1664,4,0,1587.301587,1984.126984,143.8,91904.17778,4,0,0,1,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
0,0,0,0,0,0,0,327,0,1,1,1,0,3048.780488,6097.560976,0,0,0,0,0,2,0,0,0,0,0,0,5792,0,0,0,0,0,0,0
1008,0,504,0,0,0,126000000,8,8,0,0,0,0,250000,0,504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
454,14118,0,0,403.3714286,579.8242171,1534864.125,1763,0,9020,2018,1,0,3581.209185,3686.538867,208.1714286,204548.6658,4,0,0,1,0,0,14572,1748080,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,335,0,2,2,2,0,2967.35905,5934.718101,0,0,0,0,0,2,0,0,0,0,0,0,47784,0,0,0,0,0,0,0
2024,0,1012,0,0,0,202400000,10,10,0,0,0,0,200000,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3432,1512,0,0,100.8,74.74451724,1191325.301,786,3,3619,1219,1,0,3855.421687,3614.457831,154.5,57808.25806,4,0,0,0,0,0,4944,1679347,0,0,14480,12,0,0,0,0,0,0
48,0,24,0,0,0,6000000,8,8,0,0,0,0,250000,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
582,0,0,0,0,0,1105.398409,187539,2,451469,451463,6,0,11.39585988,5.697929942,58.2,15054.4,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
0,0,0,0,0,0,0,306,0,1,1,1,0,3257.32899,6514.65798,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,300,0,4,4,4,0,3289.473684,6578.947368,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
222,926,0,0,18.15686275,20.22510573,1129.594389,282759,1,1015769,299030,3,0,49.19836189,50.18232913,11.25490196,272.3106193,4,0,0,1,0,0,1148,1131,0,0,20272,20,0,0,0,0,0,0
94,326,0,0,29.63636364,29.23789571,820.3685799,74454,3,495754,125586,1,0,21.48584376,21.48584376,18.26086957,562.4743083,4,0,0,1,0,0,420,1238,0,0,16383,6,0,0,0,0,0,1
454,20930,0,0,536.6666667,627.9303655,1066055.137,4625,1,19523,4932,1,0,1894.411486,1944.26442,274.1538462,264611.1968,4,0,0,1,0,0,21384,1142918,0,0,14480,12,0,0,0,0,0,0
34548,1188,0,0,30.46153846,65.51570569,1432591.702,3232,1,24429,4238,2,0,2004.409701,1563.439567,397.0666667,395334.0854,4,0,0,0,0,0,35736,1534721,0,0,30408,34,0,0,0,0,0,0
470,33762,0,0,662,621.3311838,1762265.122,1852,1,18805,2057,1,0,2574.002574,2625.482625,335.6078431,298886.0625,4,0,0,1,0,0,34232,1888557,0,0,14480,12,0,0,0,0,0,0
312,0,0,0,0,0,624.9123721,285255,1,443573,377687,1,0,12.01754562,10.01462135,26,3687.272727,4,0,0,0,0,0,0,0,0,0,16383,2,0,0,0,0,0,1
948,9224,0,0,614.9333333,676.0667197,8894.617322,1122475,2,1143104,1125021,1,0,8.744216794,13.11632519,391.2307692,332648.5046,4,0,0,1,0,0,5086,518344,15,9224,8688,4,0,0,0,0,0,0
0,0,0,0,0,0,0,308,0,2,2,2,0,3225.806452,6451.612903,0,0,0,0,0,2,0,0,0,0,0,0,10136,0,0,0,0,0,0,0
486,85064,0,0,977.7471264,543.7696421,968143.4957,6194,1,87831,7088,1,0,1018.502801,984.5527075,480.6179775,381398.0679,4,0,0,0,0,0,85550,982655,0,0,14480,12,0,0,0,0,0,0
470,57192,0,0,853.6119403,609.6816098,346653.5208,11627,0,165774,11949,1,0,396.7800696,402.7918889,430.3134328,365135.074,4,0,0,1,0,0,57662,369199,0,0,14480,12,0,0,0,0,0,0
8192,0,0,0,0,0,36868.35047,173621,2,221655,174391,4,0,49.50584169,22.50265531,481.8823529,457452.2353,4,0,0,0,0,0,8192,46543,0,0,10136,6,0,0,0,0,0,0
0,0,0,0,0,0,0,375,0,3,3,3,0,2645.502646,5291.005291,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
470,21076,0,0,540.4102564,632.5949364,362257.6794,8365,1,58910,8996,1,0,638.9024329,655.7156548,276.2307692,268411.3487,4,0,0,1,0,0,21546,429828,0,0,14480,12,0,0,0,0,0,0
926,368,0,0,52.57142857,89.78280671,1649.458254,251057,3,728773,333536,8,0,12.74697259,8.922880816,71.88888889,13222.22222,4,0,0,0,0,0,1294,2013,0,0,16383,4,0,0,0,0,0,1
2720,1512,0,0,100.8,74.74451724,1029683.698,795,2,3598,1173,2,0,3892.944039,3649.635036,132.25,25349.09677,4,0,0,0,0,0,4232,1424436,0,0,14480,12,0,0,0,0,0,0
454,13356,0,0,404.7272727,590.2330722,1633739.501,834,1,7814,1096,1,0,3785.638235,3903.93943,209.2424242,210550.2788,4,0,0,1,0,0,13810,1964438,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,333,0,4,4,4,0,2967.35905,5934.718101,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
700,700,0,0,46.66666667,96.39551462,2400.112462,112384,1,582810,196904,1,0,24.00112462,25.71549067,46.66666667,8971.678161,4,0,0,1,0,0,1400,2874,0,0,10136,6,0,0,0,0,0,0
0,0,0,0,0,0,0,355,0,5,5,5,0,2777.777778,5555.555556,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
948,9224,0,0,614.9333333,676.0667197,6936.133971,1176574,3,1465949,1177867,2,0,8.182619707,10.22827463,363.2857143,318535.9153,4,0,0,1,0,0,5086,35275,15,9224,8688,4,0,0,0,0,0,0
0,0,0,0,0,0,0,302,0,4,4,4,0,3267.973856,6535.947712,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,374,0,2,2,2,0,2659.574468,5319.148936,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
0,0,0,0,0,0,0,308,0,2,2,2,0,3225.806452,6451.612903,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
0,0,0,0,0,0,0,362,0,2,2,2,0,2747.252747,5494.505495,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
456,200,114,48,50,2.309401077,1606.197572,336357,8,72053,72039,6,0,9.793887635,9.793887635,85.55555556,1139.777778,0,0,0,1,0,0,656,1606,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,31150,11,2,2,2,0,70.69469319,47.12979546,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
8192,0,0,0,0,0,21658.37821,217625,1,377750,218368,2,0,29.08229496,13.21922498,481.8823529,457452.2353,4,0,0,0,0,0,8192,37398,0,0,10136,6,0,0,0,0,0,0
318,992,0,0,76.30769231,169.7053253,291434.9277,797,1,3892,1174,2,0,4226.918799,2892.102336,39.6969697,12413.7178,4,0,0,0,0,0,1310,562956,0,0,11584,8,0,0,0,0,0,0
398,9808,0,0,891.6363636,677.7597322,16792.42613,294223,3,535625,453378,2,0,11.51743905,18.09883279,537.1578947,440873.3626,4,0,0,1,0,0,10206,34662,0,0,16383,2,0,0,0,0,0,1
3336,1512,0,0,60.48,76.15177827,15662.05119,93632,1,308185,93632,2,0,77.53490686,80.76552798,96.96,38634.16163,4,0,0,1,0,0,4848,15765,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,309,0,4,4,4,0,3194.888179,6389.776358,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
3880,6362,0,0,57.31531532,146.4802178,758441.9431,716,0,12952,972,0,0,7849.526066,8219.78673,46.98165138,14974.15634,4,0,0,1,0,0,10242,865106,0,0,41992,50,0,0,0,0,0,0
610,386,0,0,55.14285714,94.17435704,1291.600963,282316,3,701525,405435,7,0,10.37430492,9.077516806,62.25,7098.866667,4,0,0,0,0,0,996,2090,0,0,16383,4,0,0,0,0,0,1
0,0,0,0,0,0,0,347,0,5,5,5,0,2840.909091,5681.818182,0,0,0,0,0,2,0,0,0,0,0,0,13032,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49996,8,8,8,8,0,31.1135541,20.7423694,0,0,0,0,0,0,0,0,0,0,0,0,16383,0,0,0,0,0,0,1
948,9224,0,0,614.9333333,676.0667197,10057.86337,999998,3,1010797,1001678,4,0,9.887793321,14.83168998,391.2307692,332648.5046,4,0,0,1,0,0,5086,1087449,0,0,8688,4,0,0,0,0,0,0
486,77798,0,0,937.3253012,572.919909,2092092.253,1791,1,36878,2049,1,0,2191.400091,2218.124482,471.5903614,381477.6009,4,0,0,1,0,0,78284,2164095,0,0,14480,12,0,0,0,0,0,0
0,0,0,0,0,0,0,342,0,2,2,2,0,2906.976744,5813.953488,0,0,0,0,0,2,0,0,0,0,0,0,8688,0,0,0,0,0,0,0
456,200,114,48,50,2.309401077,146854.7123,2167,3,3056,3045,5,0,895.455563,895.455563,85.55555556,1139.777778,0,0,0,1,0,0,656,146854,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,358,0,3,3,3,0,2770.083102,5540.166205,0,0,0,0,0,2,0,0,0,0,0,0,14480,0,0,0,0,0,0,0
768,3056,0,0,145.5238095,324.7740167,570490.825,1832,1,4861,1285,1,0,2983.738624,3132.925556,91.04761905,57549.80256,4,0,0,1,0,0,3824,940944,0,0,13032,10,0,0,0,0,0,0
