Flow Duration,Total Bwd packets,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd IAT Std,Bwd IAT Min,Fwd PSH Flags,Bwd URG Flags,Bwd Header Length,Packet Length Mean,SYN Flag Count,CWR Flag Count,Fwd Bytes/Bulk Avg,Fwd Bulk Rate Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,Bwd Init Win Bytes,Active Min,Label
382,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
62798,13,0.0,35.452381373177744,458.0,76.30769230769229,12317.137715660076,3.0,0,0,424,39.696969696969695,4,0,0,0,0,0,11584,0.0,0
46339,2,0.0,0.0,0.0,0.0,32341.64995791031,3.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,0
39508,59,0.0,18.83709254785309,1300.0,744.5084745762713,1052.6040492327363,1.0,0,0,1896,376.3728813559323,4,0,0,0,0,0,14480,0.0,0
357,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
333419,95,0.0,15.305237207431617,1300.0,952.1684210526312,5579.873744803518,1.0,0,0,3048,478.6421052631578,4,0,0,0,0,0,14480,0.0,0
159,2,0.0,0.0,0.0,0.0,0.0,15.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
20972,37,0.0,718.7972380217908,287.0,32.108108108108105,607.7092008428997,2.0,0,0,1192,406.2272727272727,4,0,0,0,0,0,30408,0.0,0
315,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
438083,3,0.0,141.01756054106303,0.0,0.0,103694.18828732238,9.0,0,0,76,52.54545454545455,4,0,0,0,0,0,16383,0.0,1
1085,2,45.0,0.0,61.0,61.0,0.0,9.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
3396,7,0.0,158.53411830475693,146.0,41.71428571428572,284.1420419438137,4.0,0,0,232,64.71428571428572,4,0,0,0,0,0,7240,0.0,0
17313,53,0.0,19.681667209175394,1300.0,612.8301886792452,507.84437943674254,0.0,0,0,1704,311.0000000000001,4,0,0,0,0,0,14480,0.0,0
370,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
887595,435,0.0,26.99473547012915,1448.0,1207.8896551724142,32887.44755359799,1.0,0,0,13928,793.2379518072289,4,0,0,0,0,0,34752,0.0,0
79412,2,0.0,0.0,0.0,0.0,43878.80419975002,5.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
156470,2,0.0,0.0,0.0,0.0,109934.59837785372,3.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
294,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,59368,0.0,0
46498,9,0.0,0.0,1448.0,910.2222222222222,20343.347775132785,3.0,0,0,296,512.0,4,0,0,0,0,0,5792,0.0,0
17267,47,0.0,20.08417070838321,1300.0,660.8510638297872,516.8970532285549,1.0,0,0,1512,335.42553191489367,4,0,0,0,0,0,14480,0.0,0
15475,43,0.0,20.774325260080392,1300.0,552.5581395348836,493.1219039904048,0.0,0,0,1384,281.74418604651163,4,0,0,0,0,0,14480,0.0,0
4851,4,114.0,0.0,52.0,50.0,2176.324654090009,8.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
472324,5,0.0,718.7496213437738,0.0,0.0,102899.2631123599,1.0,0,0,168,481.88235294117646,4,0,0,0,0,0,10136,0.0,0
320,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
220096,3,0.0,220.5018518440756,0.0,0.0,44992.89131962959,3.0,0,0,76,85.39999999999999,4,0,0,0,0,0,16383,0.0,1
1179126,743,0.0,17.543394308445357,1448.0,1411.9650067294754,5072.897981615168,1.0,0,0,23784,947.259927797834,4,0,0,0,0,0,7240,0.0,0
376,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1119126,15,0.0,116.7156607081734,1448.0,614.9333333333334,299692.1798193788,2.0,0,0,488,363.28571428571433,4,0,0,0,0,0,8688,0.0,0
357,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,13032,0.0,0
322,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
307,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
4732,21,0.0,84.16331242230629,381.0,58.19047619047619,379.8640800315892,1.0,0,0,680,50.57142857142857,4,0,0,0,0,0,13032,0.0,0
2435657,41,0.0,573.749326690738,129.0,25.1219512195122,49089.914833684765,1.0,0,0,836,921.751196172249,4,0,0,0,0,0,16383,0.0,1
1113,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
10,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,0,0,0,0,0,0,0,0.0,1
139,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
9,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,0,0,0,0,0,0,0,0.0,0
326,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
362193,3,0.0,23.2379000772445,0.0,0.0,74669.0104307001,3.0,0,0,76,9.0,4,0,0,0,0,0,16383,0.0,1
996,2,45.0,0.0,61.0,61.0,0.0,5.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
492391,35,0.0,720.250749987213,287.0,33.94285714285714,30994.07100740793,2.0,0,0,1128,416.7209302325582,4,0,0,0,0,0,30408,0.0,0
298,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
799914,9,0.0,17.524585904126553,45.0,14.22222222222222,151439.4853819505,2.0,0,0,196,14.900000000000002,4,0,0,0,0,0,16383,0.0,1
22454,15,0.0,99.13316607162618,277.0,46.66666666666666,2784.259082956477,1.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
34503,55,0.0,18.865591749571376,1300.0,694.6181818181819,1189.0122014678732,1.0,0,0,1768,351.58181818181816,4,0,0,0,0,0,14480,0.0,0
297,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
85546,55,0.0,18.865591749571376,1300.0,702.7636363636362,2127.2121887428484,1.0,0,0,1768,355.65454545454554,4,0,0,0,0,0,14480,0.0,0
61107,65,0.0,18.08596645301772,1300.0,825.5076923076923,1520.9035617478264,1.0,0,0,2088,416.4923076923077,4,0,0,0,0,0,14480,0.0,0
17486,45,0.0,19.989267733569253,1300.0,643.4222222222222,589.758309638258,1.0,0,0,1448,326.7555555555556,4,0,0,0,0,0,14480,0.0,0
1055,2,38.0,0.0,54.0,54.0,0.0,5.0,0,0,16,44.4,0,0,0,0,0,0,0,0.0,0
20362,47,0.0,19.65548687392932,1300.0,647.9148936170213,684.0175436346644,1.0,0,0,1512,328.7872340425531,4,0,0,0,0,0,14480,0.0,0
106130,2,0.0,0.0,0.0,0.0,27956.17370099134,7.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
313,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1034,2,45.0,0.0,61.0,61.0,0.0,5.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
1127,2,45.0,0.0,61.0,61.0,0.0,10.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
369,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,59368,0.0,0
312,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
10,0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.0,0,0,0,0,0,0,0,0.0,1
86563,2,0.0,0.0,0.0,0.0,34176.5920550894,1.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
1045,2,37.0,0.0,53.0,53.0,0.0,7.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
348,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
373,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,7240,0.0,0
1978065,21,0.0,687.4001407392728,130.0,47.52380952380952,101866.68722357343,1.0,0,0,436,591.1384615384616,4,0,0,0,0,0,16383,0.0,1
63893,2,0.0,0.0,0.0,0.0,34742.984586819824,7.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
165437,3,0.0,6.196773353931867,0.0,0.0,30066.212345421896,7.0,0,0,76,2.4000000000000004,4,0,0,0,0,0,16383,0.0,1
303819,15,0.0,86.4278761614433,1460.0,1166.1333333333332,49446.933845248976,2.0,0,0,316,715.36,4,0,0,0,0,0,16383,0.0,1
697838,11,0.0,346.44452589672926,1460.0,844.1818181818182,141018.36375226692,2.0,0,0,236,563.4736842105264,4,0,0,0,0,0,16383,0.0,1
5337429,855,0.0,20.207330005541422,1448.0,1228.261988304093,154426.81039950444,1.0,0,0,27368,819.3302180685357,4,0,0,0,928,525082,59368,0.0,0
328,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
38506,59,0.0,18.83709254785309,1300.0,776.3389830508477,1077.7689163697066,1.0,0,0,1896,392.2881355932204,4,0,0,0,0,0,14480,0.0,0
30503,5,0.0,0.0,762.0,304.8,320.14111471870234,2.0,0,0,168,152.39999999999998,4,0,0,0,0,0,5792,0.0,0
6564,9,0.0,62.487687676142336,777.0,181.11111111111111,360.5651813472842,5.0,0,0,296,101.7,4,0,0,0,0,0,10136,0.0,0
2304830,123,0.0,89.78118777015236,848.0,54.845528455284565,37944.52166767309,0.0,0,0,3944,51.54216867469877,4,0,0,0,0,0,55024,0.0,0
952,2,45.0,0.0,61.0,61.0,0.0,4.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
415,2,0.0,0.0,0.0,0.0,0.0,6.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
339,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
328,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
441069,3,0.0,193.64916731037084,0.0,0.0,89621.5321225876,1.0,0,0,76,75.00000000000001,4,0,0,0,0,0,16383,0.0,1
14426,43,0.0,20.774325260080392,1300.0,608.3255813953489,501.1088509374035,0.0,0,0,1384,309.62790697674416,4,0,0,0,0,0,14480,0.0,0
1008,2,37.0,0.0,53.0,53.0,0.0,3.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
267,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
358,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
66308,45,0.0,19.989267733569253,1300.0,621.4666666666667,2212.332406951605,1.0,0,0,1448,315.7777777777778,4,0,0,0,0,0,14480,0.0,0
313,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
340,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
312,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,24616,0.0,0
351,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,30408,0.0,0
324,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
21825,51,0.0,6.658307684726639,54.0,18.15686274509805,893.5897556264531,1.0,0,0,1640,11.254901960784316,4,0,0,0,0,0,20272,0.0,0
1037,2,45.0,0.0,61.0,61.0,0.0,6.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
4743,4,114.0,0.0,52.0,50.0,2112.814789169494,1.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
3,0,56.0,0.0,0.0,0.0,0.0,0.0,0,0,0,56.0,0,0,0,0,0,0,0,0.0,1
352,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
38014,71,0.0,17.413875622106488,1300.0,820.5070422535214,787.6873928247198,1.0,0,0,2280,413.67605633802816,4,0,0,0,0,0,14480,0.0,0
6273,4,114.0,0.0,48.0,48.0,2298.143236034981,8.0,0,0,32,84.66666666666667,0,0,0,0,0,0,0,0.0,0
131668,3,0.0,732.5208653559421,0.0,0.0,22999.563219172825,6.0,0,0,76,571.1249999999999,4,0,0,0,0,0,16383,0.0,1
1071,2,45.0,0.0,61.0,61.0,0.0,7.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
8,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,0,0,0,0,0,0,0,0.0,1
204228,3,0.0,17.041126723312633,0.0,0.0,48000.939467889584,6.0,0,0,76,6.6000000000000005,4,0,0,0,0,0,16383,0.0,1
331370,3,0.0,80.55805360111427,0.0,0.0,75952.95349556855,1.0,0,0,76,31.2,4,0,0,0,0,0,16383,0.0,1
3729,9,0.0,65.29726895769328,776.0,180.88888888888889,369.99451947893016,5.0,0,0,296,103.0,4,0,0,0,0,0,10136,0.0,0
228656,3,0.0,95.01719142695528,0.0,0.0,51012.0987835239,10.0,0,0,76,36.8,4,0,0,0,0,0,16383,0.0,1
136,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
358,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
46767,5,0.0,0.0,744.0,297.6,780.5801261455056,5.0,0,0,168,148.79999999999998,4,0,0,0,0,0,5792,0.0,0
1443638,19,0.0,131.5603066495145,364.0,115.6842105263158,78042.29191613791,2.0,0,0,396,124.43902439024389,4,0,0,0,0,0,16383,0.0,1
319,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
1094649,15,0.0,122.41532220727564,1448.0,614.9333333333334,357688.09799522883,2.0,0,0,488,391.2307692307692,4,0,0,0,948,9224,8688,0.0,0
311,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
983136,43,0.0,58.31864092389517,1360.0,584.9302325581394,44658.586971846205,1.0,0,0,1384,304.3023255813954,4,0,0,0,0,0,17376,0.0,0
342,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,47784,0.0,0
99495,2,0.0,0.0,0.0,0.0,69641.5326655007,7.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
4,0,34.0,0.0,0.0,0.0,0.0,0.0,0,0,0,34.0,0,0,0,0,0,0,0,0.0,1
21372,15,0.0,99.13316607162618,277.0,46.66666666666666,2900.5159753183434,1.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
340,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
2183849,19,0.0,719.5162801076162,123.0,50.10526315789474,134685.6984712869,2.0,0,0,396,385.7551020408162,4,0,0,0,0,0,16383,0.0,1
340,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,47784,0.0,0
660,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,13032,0.0,0
354,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
29458,51,0.0,19.38877325417693,1300.0,631.2549019607843,966.9885494989684,1.0,0,0,1640,308.3018867924529,4,0,0,0,0,0,14480,0.0,0
139600,9,0.0,0.0,1448.0,910.2222222222222,52426.2799934573,2.0,0,0,296,455.1111111111111,4,0,0,0,0,0,5792,0.0,0
95656,2,0.0,0.0,0.0,0.0,67094.53403966675,6.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,0
995,2,45.0,0.0,61.0,61.0,0.0,2.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
1200,2,45.0,0.0,61.0,61.0,0.0,7.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
48940,53,0.0,19.681667209175394,1300.0,619.2830188679247,1732.5817731883,1.0,0,0,1704,314.22641509433964,4,0,0,0,0,0,14480,0.0,0
266486,15,0.0,99.13316607162618,277.0,46.66666666666666,33192.72436478226,2.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
339,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
1005104,15,0.0,122.41532220727564,1448.0,614.9333333333334,333008.77610286453,2.0,0,0,488,391.2307692307692,4,0,0,0,0,0,8688,0.0,0
361,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,13032,0.0,0
375,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,30408,0.0,0
362,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
4658,4,114.0,0.0,52.0,52.0,2079.328497376016,7.0,0,0,32,86.44444444444444,0,0,0,0,0,0,0,0.0,0
1402575,11,0.0,571.6540083949467,0.0,0.0,81483.42560996283,1.0,0,0,236,922.931034482759,4,0,0,0,0,0,16383,0.0,1
310,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
373,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
57378,95,0.0,15.305237207431617,1300.0,922.5473684210529,880.1177456130843,1.0,0,0,3048,463.8315789473685,4,0,0,0,0,0,14480,0.0,0
345,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,30408,0.0,0
111099,2,0.0,0.0,0.0,0.0,64620.36741229502,5.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
456,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
133,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
311,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
362,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
1099,2,45.0,0.0,61.0,61.0,0.0,8.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
57522,59,0.0,18.83709254785309,1300.0,754.0677966101695,1636.1413058800931,1.0,0,0,1896,381.1525423728813,4,0,0,0,0,0,14480,0.0,0
312,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
303960,9,0.0,163.53728762714772,1460.0,464.8888888888889,43197.52547786406,1.0,0,0,196,285.4736842105263,4,0,0,0,0,0,16383,0.0,1
425654,9,0.0,154.11741555637954,76.0,34.888888888888886,49659.60731766256,2.0,0,0,196,59.3,4,0,0,0,0,0,16383,0.0,1
547778,5,0.0,718.7496213437738,0.0,0.0,123046.4830460424,4.0,0,0,168,481.88235294117646,4,0,0,0,0,0,10136,0.0,0
6216,23,0.0,166.09084107103777,848.0,183.3913043478261,362.8226278214457,1.0,0,0,744,118.37735849056604,4,0,0,0,0,0,14480,0.0,0
39662,2,0.0,0.0,0.0,0.0,14444.777326078793,4.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
4343,4,114.0,0.0,48.0,48.0,2039.203357523063,2.0,0,0,32,84.66666666666667,0,0,0,0,0,0,0,0.0,0
354,2,0.0,0.0,0.0,0.0,0.0,1.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
1131553,15,0.0,116.7156607081734,1448.0,614.9333333333334,332495.91908257105,2.0,0,0,488,363.28571428571433,4,0,0,0,948,9224,8688,0.0,0
833537,3,0.0,23.2379000772445,0.0,0.0,227783.4112116157,7.0,0,0,76,9.0,4,0,0,0,0,0,16383,0.0,1
309,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
29527,2,0.0,0.0,0.0,0.0,3845.246676092445,1.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
344,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,10136,0.0,0
302,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
5963,5,0.0,718.7496213437738,0.0,0.0,739.6141937223458,2.0,0,0,168,481.88235294117646,4,0,0,0,0,0,10136,0.0,0
326296,25,0.0,237.2071344108027,192.0,60.48,13263.49974717583,2.0,0,0,808,89.6923076923077,4,0,0,0,0,0,14480,0.0,0
341,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,30408,0.0,0
363,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
521753,3,0.0,129.6158426530749,0.0,0.0,83661.0181368838,8.0,0,0,76,50.2,4,0,0,0,0,0,16383,0.0,1
16474695,1275,0.0,16.699985848064415,1448.0,1235.2125490196065,360645.2300904896,1.0,0,0,40808,815.5791106514998,4,0,0,0,1217,787448,65160,5349217.0,0
5087,21,0.0,80.76372296624533,1045.0,145.52380952380955,367.909417086987,1.0,0,0,680,91.04761904761908,4,0,0,0,0,0,13032,0.0,0
6,0,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,0,0,0,0,0,0,0,0.0,1
335,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
329,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,34752,0.0,0
40916,2,0.0,0.0,0.0,0.0,13616.04817852816,6.0,0,0,40,0.0,0,0,0,0,0,0,16383,0.0,1
363,2,0.0,0.0,0.0,0.0,0.0,3.0,0,0,64,0.0,0,0,0,0,0,0,47784,0.0,0
1087,2,45.0,0.0,61.0,61.0,0.0,7.0,0,0,16,51.4,0,0,0,0,0,0,0,0.0,0
791156,11,0.0,556.9959499957683,0.0,0.0,42352.212503775794,2.0,0,0,236,966.7058823529416,4,0,0,0,0,0,16383,0.0,1
1004224,15,0.0,122.41532220727564,1448.0,614.9333333333334,332864.59546467406,1.0,0,0,488,391.2307692307692,4,0,0,0,0,0,8688,0.0,0
330,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
1051,2,37.0,0.0,53.0,53.0,0.0,7.0,0,0,16,43.4,0,0,0,0,0,0,0,0.0,0
879208,5,0.0,718.7496213437738,0.0,0.0,216562.11198486324,2.0,0,0,168,481.88235294117646,4,0,0,0,0,0,10136,0.0,0
1842,4,88.0,20.784609690826528,72.0,48.0,800.4975536085875,2.0,0,0,32,78.22222222222223,0,0,0,0,0,0,0,0.0,0
322,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
10485,37,0.0,21.474606635715823,1300.0,468.2702702702702,433.33562205816617,0.0,0,0,1192,240.2702702702703,4,0,0,0,0,0,14480,0.0,0
317,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,5792,0.0,0
659956,5,0.0,82.36352347975406,200.0,80.0,94709.04234841344,2.0,0,0,116,67.86666666666666,4,0,0,0,0,0,16383,0.0,1
341,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
4444,4,114.0,0.0,52.0,50.0,1992.1486724974447,4.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
578466,435,0.0,26.88165599245898,1448.0,1207.8896551724142,17308.405129159288,1.0,0,0,13928,790.8558558558565,4,0,0,0,0,0,34752,0.0,0
134,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,28960,0.0,0
343,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
325,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
875969,3,0.0,21.17230895926721,0.0,0.0,269846.67487019364,9.0,0,0,76,8.2,4,0,0,0,0,0,16383,0.0,1
54457,89,0.0,15.76186090355944,1326.0,970.808988764045,969.9319937194172,1.0,0,0,2856,488.1348314606744,4,0,0,0,0,0,14480,0.0,0
329,2,0.0,0.0,0.0,0.0,0.0,4.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
356,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
333,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,20272,0.0,0
25465,43,0.0,20.337683508684545,1300.0,591.8604651162792,985.9032604796428,1.0,0,0,1384,301.2093023255814,4,0,0,0,0,0,14480,0.0,0
377,2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,64,0.0,0,0,0,0,0,0,8688,0.0,0
166299,5,0.0,0.0,88.0,35.2,52509.36174943792,6.0,0,0,116,16.0,4,0,0,0,0,0,16383,0.0,1
166379,3,0.0,102.76315811937012,0.0,0.0,30728.24669095196,8.0,0,0,76,39.8,4,0,0,0,0,0,16383,0.0,1
11283,39,0.0,21.523615004105377,1300.0,537.6923076923077,457.4060447674361,0.0,0,0,1256,274.87179487179486,4,0,0,0,0,0,14480,0.0,0
52576,55,0.0,18.865591749571376,1300.0,758.1454545454544,1809.6861038947884,1.0,0,0,1768,383.3454545454545,4,0,0,0,0,0,14480,0.0,0
359346,15,0.0,99.13316607162618,277.0,46.66666666666666,48517.475014361895,2.0,0,0,488,46.66666666666666,4,0,0,0,0,0,10136,0.0,0
28145,39,0.0,21.08021663617728,1300.0,481.5384615384616,1407.648914668344,0.0,0,0,1256,246.5897435897436,4,0,0,0,0,0,14480,0.0,0
7251800,19,0.0,13.230556263725992,101.0,39.47368421052632,1004457.1869480064,2.0,0,0,396,23.95121951219513,4,0,0,0,232,750,16383,0.0,1
341,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,13032,0.0,0
365,2,0.0,0.0,0.0,0.0,0.0,2.0,0,0,64,0.0,0,0,0,0,0,0,14480,0.0,0
123280,4,114.0,0.0,52.0,50.0,62361.33462597905,2.0,0,0,32,85.55555555555556,0,0,0,0,0,0,0,0.0,0
1005176,15,0.0,116.7156607081734,1448.0,614.9333333333334,301220.3695793014,2.0,0,0,488,363.28571428571433,4,0,0,0,0,0,8688,0.0,0
5649488,9,0.0,137.39928542886835,107.0,23.77777777777778,1067213.1154414185,1.0,0,0,196,52.19047619047619,4,0,0,0,441,107,16383,0.0,1
2339,5,0.0,0.0,744.0,297.6,360.5555897962661,3.0,0,0,168,148.79999999999998,4,0,0,0,0,0,5792,0.0,0
